Regiones,Fecha,Mes,Year,Fec,Latitud,Longitud,Altura,Variedad,Fenologia,Hojas Evaluadas,Hojas con Roya,Incidencia,cat_Variedad,tipo_de_datos
Santa Barbara,3/29/2018,Marzo,2018,3,14.48799992,-88.54589844,871,LEMPIRA,Floracion,1056,4,0.38,Medianamente_resistentes,a realizar
Copan,2/23/2018,Febrero,2018,2,14.55296421,-88.94736481,914,LEMPIRA,Fin de Cosecha,718,17,2.37,Medianamente_resistentes,a realizar
El Paraiso,2/19/2018,Febrero,2018,2,14.07849979,-86.22100067,724,LEMPIRA,Floracion Loca,432,127,29.4,Medianamente_resistentes,a realizar
Copan,2/19/2018,Febrero,2018,2,14.55000019,-88.51999664,985,LEMPIRA,Hojas Nuevas Mayor al 30%,983,14,1.42,Medianamente_resistentes,a realizar
Cortes,3/29/2018,Marzo,2018,3,15.09869957,-87.34020233,978,LEMPIRA,Fin de Cosecha,1071,78,7.28,Medianamente_resistentes,a realizar
Olancho,2/20/2018,Febrero,2018,2,14.89850712,-86.13156891,939,LEMPIRA,Madurez Fisiologica,837,14,1.67,Medianamente_resistentes,a realizar
Comayagua,3/29/2018,Marzo,2018,3,14.44540024,-87.34249878,869,LEMPIRA,Floracion Loca,498,36,7.23,Medianamente_resistentes,a realizar
Cortes,3/28/2018,Marzo,2018,3,14.96916008,-87.99189758,760,LEMPIRA,Hojas Nuevas Mayor al 30%,1468,65,4.43,Medianamente_resistentes,a realizar
Santa Barbara,3/30/2018,Marzo,2018,3,15.10946846,-88.33429718,879,LEMPIRA,Floracion Loca,949,151,15.91,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,14.44626999,-88.20426941,1061,LEMPIRA,Fin de Cosecha,891,15,1.68,Medianamente_resistentes,a realizar
Cortes,2/20/2018,Febrero,2018,2,15.01317501,-88.09030151,1049,LEMPIRA,Hojas Nuevas Mayor al 30%,878,14,1.59,Medianamente_resistentes,a realizar
Copan,2/20/2018,Febrero,2018,2,14.54590034,-89.02030182,765,CATIMOR,Hojas Nuevas Mayor al 30%,876,17,1.94,Medianamente_resistentes,a realizar
El Paraiso,2/21/2018,Febrero,2018,2,13.99520016,-86.21700287,990,LEMPIRA,Floracion Loca,727,185,25.45,Medianamente_resistentes,a realizar
El Paraiso,2/21/2018,Febrero,2018,2,13.93809986,-86.31140137,913,LEMPIRA,Floracion Loca,630,133,21.11,Medianamente_resistentes,a realizar
Comayagua,3/29/2018,Marzo,2018,3,14.8726368,-87.64633179,958,LEMPIRA,Hojas Nuevas Mayor al 30%,423,65,15.37,Medianamente_resistentes,a realizar
El Paraiso,3/29/2018,Marzo,2018,3,14.07849979,-86.22100067,724,LEMPIRA,Hojas Nuevas Mayor al 30%,553,102,18.44,Medianamente_resistentes,a realizar
Santa Barbara,3/29/2018,Marzo,2018,3,15.30000019,-88.69999695,900,LEMPIRA,Hojas Nuevas Mayor al 30%,799,71,8.89,Medianamente_resistentes,a realizar
Cortes,2/20/2018,Febrero,2018,2,15.01000023,-88.06999969,908,LEMPIRA,Madurez Fisiologica,525,249,47.43,Medianamente_resistentes,a realizar
Comayagua,3/31/2018,Marzo,2018,3,14.35000038,-87.27999878,849,CATIMOR,Floracion,359,55,15.32,Medianamente_resistentes,a realizar
El Paraiso,3/31/2018,Marzo,2018,3,13.93809986,-86.31140137,913,LEMPIRA,Hojas Nuevas Mayor al 30%,665,101,15.19,Medianamente_resistentes,a realizar
El Paraiso,3/31/2018,Marzo,2018,3,14.15999985,-86.75,1005,LEMPIRA,Fruto Consistente,516,46,8.91,Medianamente_resistentes,a realizar
Santa Barbara,2/22/2018,Febrero,2018,2,15.10946846,-88.33429718,879,LEMPIRA,Madurez Fisiologica,1207,143,11.85,Medianamente_resistentes,a realizar
Francisco Morazan,3/30/2018,Marzo,2018,3,14.50455666,-87.40408325,1092,LEMPIRA,Floracion,811,75,9.25,Medianamente_resistentes,a realizar
Copan,2/23/2018,Febrero,2018,2,14.47053146,-88.91964722,1058,OBATA,Fin de Cosecha,781,0,0,Medianamente_resistentes,a realizar
El Paraiso,2/22/2018,Febrero,2018,2,13.85511971,-86.8551178,884,LEMPIRA,Hojas Nuevas Mayor al 30%,637,166,26.06,Medianamente_resistentes,a realizar
Olancho,2/21/2018,Febrero,2018,2,14.89999962,-85.90000153,752,LEMPIRA,Floracion Principal,1214,76,6.26,Medianamente_resistentes,a realizar
Cortes,3/31/2018,Marzo,2018,3,15.23488903,-87.76908875,1093,CATIMOR,Madurez Fisiologica,858,166,19.35,Medianamente_resistentes,a realizar
Comayagua,3/29/2018,Marzo,2018,3,14.31000042,-87.36000061,847,LEMPIRA,Floracion Loca,659,61,9.26,Medianamente_resistentes,a realizar
Cortes,2/20/2018,Febrero,2018,2,15.14454365,-87.67886353,825,LEMPIRA,Madurez Fisiologica,506,322,63.64,Medianamente_resistentes,a realizar
El Paraiso,2/22/2018,Febrero,2018,2,14.22187614,-86.30903625,877,LEMPIRA,Hojas Nuevas Mayor al 30%,654,21,3.21,Medianamente_resistentes,a realizar
Comayagua,3/29/2018,Marzo,2018,3,14.73775005,-87.9861908,978,LEMPIRA,Floracion Loca,954,86,9.01,Medianamente_resistentes,a realizar
Comayagua,2/23/2018,Febrero,2018,2,14.54475975,-88.09927368,971,LEMPIRA,Madurez Fisiologica,1036,36,3.47,Medianamente_resistentes,a realizar
Santa Barbara,3/30/2018,Marzo,2018,3,15.2410059,-88.17303467,924,LEMPIRA,Floracion,913,68,7.45,Medianamente_resistentes,a realizar
Cortes,3/28/2018,Marzo,2018,3,15.31999969,-86.69000244,882,LEMPIRA,Hojas Nuevas Mayor al 30%,1065,79,7.42,Medianamente_resistentes,a realizar
Santa Barbara,3/29/2018,Marzo,2018,3,15.30000019,-88.59999847,706,LEMPIRA,Hojas Nuevas Mayor al 30%,915,91,9.95,Medianamente_resistentes,a realizar
Francisco Morazan,3/29/2018,Marzo,2018,3,13.13589954,-87.22699738,865,MEZCLA,Hojas Nuevas Mayor al 30%,881,11,1.25,Medianamente_resistentes,a realizar
Santa Barbara,3/27/2018,Marzo,2018,3,15.30000019,-88.59999847,800,LEMPIRA,Hojas Nuevas Mayor al 30%,710,46,6.48,Medianamente_resistentes,a realizar
El Paraiso,3/29/2018,Marzo,2018,3,13.96049976,-86.26670074,724,LEMPIRA,Floracion Loca,705,106,15.04,Medianamente_resistentes,a realizar
Olancho,3/27/2018,Marzo,2018,3,14.48591232,-86.66484833,912,LEMPIRA,Floracion,1037,68,6.56,Medianamente_resistentes,a realizar
Copan,3/31/2018,Marzo,2018,3,14.53149986,-89.02020264,714,LEMPIRA,Floracion Loca,978,35,3.58,Medianamente_resistentes,a realizar
Santa Barbara,2/23/2018,Febrero,2018,2,15.30000019,-88.59999847,706,LEMPIRA,Hojas Nuevas Mayor al 30%,735,83,11.29,Medianamente_resistentes,a realizar
El Paraiso,3/31/2018,Marzo,2018,3,14.09819984,-85.91362,842,LEMPIRA,Hojas Nuevas Mayor al 30%,567,28,4.94,Medianamente_resistentes,a realizar
Comayagua,3/28/2018,Marzo,2018,3,14.54475975,-88.09927368,971,LEMPIRA,Hojas Nuevas Mayor al 30%,931,44,4.73,Medianamente_resistentes,a realizar
Francisco Morazan,2/23/2018,Febrero,2018,2,13.21140003,-86.10099792,1030,CATIMOR,Hojas Nuevas Mayor al 30%,964,11,1.14,Medianamente_resistentes,a realizar
Olancho,2/21/2018,Febrero,2018,2,14.89999962,-85.90000153,1098,LEMPIRA,Floracion Principal,1193,103,8.63,Medianamente_resistentes,a realizar
Olancho,3/27/2018,Marzo,2018,3,14.89999962,-85.90000153,1098,LEMPIRA,Floracion,1208,51,4.22,Medianamente_resistentes,a realizar
Comayagua,3/29/2018,Marzo,2018,3,14.76150036,-87.42870331,852,LEMPIRA,Floracion,625,120,19.2,Medianamente_resistentes,a realizar
Comayagua,3/28/2018,Marzo,2018,3,14.35999966,-87.33000183,1045,LEMPIRA,Floracion,456,19,4.17,Medianamente_resistentes,a realizar
Santa Barbara,3/31/2018,Marzo,2018,3,15.22147846,-88.23298645,966,LEMPIRA,Floracion,811,54,6.66,Medianamente_resistentes,a realizar
Comayagua,2/19/2018,Febrero,2018,2,14.31000042,-87.36000061,800,LEMPIRA,Fin de Cosecha,759,73,9.62,Medianamente_resistentes,a realizar
Francisco Morazan,3/30/2018,Marzo,2018,3,13.14249992,-87.2519989,709,LEMPIRA,Hojas Nuevas Mayor al 30%,723,17,2.35,Medianamente_resistentes,a realizar
Santa Barbara,3/30/2018,Marzo,2018,3,15.11219978,-88.39884949,866,LEMPIRA,Floracion,653,217,33.23,Medianamente_resistentes,a realizar
Olancho,3/28/2018,Marzo,2018,3,14.4533844,-86.66899872,1060,LEMPIRA,Floracion,1078,20,1.86,Medianamente_resistentes,a realizar
Comayagua,2/20/2018,Febrero,2018,2,14.77789974,-87.45420074,1016,LEMPIRA,Hojas Nuevas Mayor al 30%,727,63,8.67,Medianamente_resistentes,a realizar
Comayagua,3/27/2018,Marzo,2018,3,14.44250011,-87.3423996,898,LEMPIRA,Floracion Loca,558,0,0,Medianamente_resistentes,a realizar
Santa Barbara,3/27/2018,Marzo,2018,3,14.74592018,-88.34042358,1100,LEMPIRA,Floracion,1212,60,4.95,Medianamente_resistentes,a realizar
Cortes,3/30/2018,Marzo,2018,3,15.35999966,-86.01000214,1050,LEMPIRA,Floracion Loca,932,17,1.82,Medianamente_resistentes,a realizar
Olancho,3/28/2018,Marzo,2018,3,14.89999962,-85.90000153,920,LEMPIRA,Floracion,1336,51,3.82,Medianamente_resistentes,a realizar
Olancho,3/28/2018,Marzo,2018,3,14.44464302,-86.67134094,1083,LEMPIRA,Floracion,1073,95,8.85,Medianamente_resistentes,a realizar
El Paraiso,3/27/2018,Marzo,2018,3,13.7986002,-86.51920319,1068,PACAMARA,Hojas Nuevas Mayor al 30%,579,51,8.81,Medianamente_resistentes,a realizar
Copan,4/25/2018,Abril,2018,4,14.42711067,-89.27442169,1085,CATUAI,Floracion Principal,601,35,5.82,Susceptibles,a realizar
Copan,1/22/2018,Enero,2018,1,14.42961025,-89.16524506,1037,CATUAI,Madurez Fisiologica,896,131,14.62,Susceptibles,a realizar
Comayagua,2/18/2018,Febrero,2018,2,14.25,-87.44000244,950,CATUAI,Fin de Cosecha,365,80,21.92,Susceptibles,a realizar
El Paraiso,2/22/2018,Febrero,2018,2,13.80039978,-86.50469971,873,CATUAI,Floracion Loca,866,0,0,Susceptibles,a realizar
El Paraiso,1/25/2018,Enero,2018,1,13.80039978,-86.50469971,873,CATUAI,Madurez Fisiologica,875,0,0,Susceptibles,a realizar
Copan,1/23/2018,Enero,2018,1,14.65389538,-89.08400726,1063,CATUAI,Fin de Cosecha,627,10,1.59,Susceptibles,a realizar
Copan,1/24/2018,Enero,2018,1,14.77729988,-88.42990112,1052,CATUAI,Madurez Fisiologica,661,4,0.61,Susceptibles,a realizar
Copan,1/24/2018,Enero,2018,1,14.69480038,-88.71990204,886,CATUAI,Madurez Fisiologica,968,0,0,Susceptibles,a realizar
Copan,1/23/2018,Enero,2018,1,14.51550007,-88.59200287,978,ICATU,Madurez Fisiologica,1196,66,5.52,Susceptibles,a realizar
Santa Barbara,1/30/2018,Enero,2018,1,15,-88.09999847,934,PACAS,Madurez Fisiologica,389,63,16.2,Susceptibles,a realizar
Copan,1/27/2018,Enero,2018,1,15.08944416,-88.64527893,1014,PACAS,Madurez Fisiologica,1134,16,1.41,Susceptibles,a realizar
Copan,2/22/2018,Febrero,2018,2,14.57999992,-88.83999634,986,ICATU,Desarrollo,803,24,2.99,Susceptibles,a realizar
Santa Barbara,4/24/2018,Abril,2018,4,15.20224762,-88.25077057,1030,CATUAI,Floracion Loca,608,102,16.78,Susceptibles,a realizar
Copan,2/26/2018,Febrero,2018,2,14.69480038,-88.71990204,886,CATUAI,Floracion Loca,969,0,0,Susceptibles,a realizar
Copan,4/26/2018,Abril,2018,4,14.71327686,-88.5870285,834,PACAS,Floracion,1043,8,0.77,Susceptibles,a realizar
El Paraiso,4/25/2018,Abril,2018,4,13.80688381,-86.6037674,1040,PACAS,Hojas Nuevas Mayor al 30%,829,21,2.53,Susceptibles,a realizar
El Paraiso,2/20/2018,Febrero,2018,2,13.85130024,-86.54869843,865,CATUAI,Madurez Fisiologica,777,80,10.3,Susceptibles,a realizar
El Paraiso,1/22/2018,Enero,2018,1,13.85130024,-86.54869843,865,CATUAI,Madurez Fisiologica,805,159,19.75,Susceptibles,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,15.20224762,-88.25077057,1030,CATUAI,Madurez Fisiologica,899,475,52.84,Susceptibles,a realizar
Cortes,1/25/2018,Enero,2018,1,14.96000004,-87.98999786,756,CATUAI,Hojas Nuevas Mayor al 30%,1177,113,9.6,Susceptibles,a realizar
Santa Barbara,2/27/2018,Febrero,2018,2,14.89999962,-88.40000153,1092,CATUAI,Floracion,919,25,2.72,Susceptibles,a realizar
Copan,2/16/2018,Febrero,2018,2,15.08944416,-88.64527893,1014,PACAS,Hojas Nuevas Mayor al 30%,920,7,0.76,Susceptibles,a realizar
Copan,2/23/2018,Febrero,2018,2,14.65389538,-89.08400726,1063,CATUAI,Fin de Cosecha,778,14,1.8,Susceptibles,a realizar
Copan,2/19/2018,Febrero,2018,2,14.42961025,-89.16524506,1037,CATUAI,Madurez Fisiologica,540,0,0,Susceptibles,a realizar
El Paraiso,2/22/2018,Febrero,2018,2,13.80688381,-86.6037674,1040,PACAS,Hojas Nuevas Mayor al 30%,1054,38,3.61,Susceptibles,a realizar
Santa Barbara,2/19/2018,Febrero,2018,2,15.11187172,-88.30368042,1020,CATUAI,Madurez Fisiologica,781,63,8.07,Susceptibles,a realizar
Cortes,2/21/2018,Febrero,2018,2,15.16676712,-87.63497162,959,ICATU,Hojas Nuevas Mayor al 30%,612,307,50.16,Susceptibles,a realizar
El Paraiso,2/22/2018,Febrero,2018,2,13.80000019,-86.59999847,1025,PACAS,Hojas Nuevas Mayor al 30%,427,81,18.97,Susceptibles,a realizar
Copan,2/20/2018,Febrero,2018,2,14.53750992,-88.8653183,947,CATUAI,Floracion,672,0,0,Susceptibles,a realizar
Copan,2/19/2018,Febrero,2018,2,14.42775726,-89.16429901,1080,CATUAI,Hojas Nuevas Mayor al 30%,576,13,2.26,Susceptibles,a realizar
Copan,2/20/2018,Febrero,2018,2,14.71327686,-88.5870285,834,PACAS,Hojas Nuevas Mayor al 30%,1241,0,0,Susceptibles,a realizar
Santa Barbara,2/28/2018,Febrero,2018,2,15,-88.09999847,934,PACAS,Hojas Nuevas Mayor al 30%,352,134,38.07,Susceptibles,a realizar
Copan,1/24/2018,Enero,2018,1,14.68060017,-88.73940277,1068,CATUAI,Madurez Fisiologica,797,0,0,Susceptibles,a realizar
Comayagua,1/25/2018,Enero,2018,1,14.86023998,-87.6027298,980,CATUAI,Madurez Fisiologica,902,0,0,Susceptibles,a realizar
Copan,2/20/2018,Febrero,2018,2,14.74661064,-88.59349823,925,CATUAI,Hojas Nuevas Mayor al 30%,1690,268,15.86,Susceptibles,a realizar
Copan,1/22/2018,Enero,2018,1,14.42775726,-89.16429901,1080,CATUAI,Floracion,811,95,11.71,Susceptibles,a realizar
Comayagua,1/24/2018,Enero,2018,1,14.25,-87.44000244,950,CATUAI,Fin de Cosecha,335,175,52.24,Susceptibles,a realizar
Copan,2/20/2018,Febrero,2018,2,14.68060017,-88.73940277,1068,CATUAI,Floracion Loca,833,0,0,Susceptibles,a realizar
Copan,1/24/2018,Enero,2018,1,14.53750992,-88.8653183,947,CATUAI,Madurez Fisiologica,917,0,0,Susceptibles,a realizar
Copan,1/30/2018,Enero,2018,1,14.57999992,-88.83999634,986,ICATU,Fruto Consistente,1515,14,0.92,Susceptibles,a realizar
El Paraiso,1/19/2018,Enero,2018,1,13.80688381,-86.6037674,1040,PACAS,Hojas Nuevas Mayor al 30%,1050,46,4.38,Susceptibles,a realizar
Copan,2/19/2018,Febrero,2018,2,14.42711067,-89.27442169,1085,CATUAI,Madurez Fisiologica,621,114,18.36,Susceptibles,a realizar
Olancho,2/20/2018,Febrero,2018,2,15.01069736,-86.44648743,965,CATUAI,Madurez Fisiologica,1410,43,3.05,Susceptibles,a realizar
Copan,2/23/2018,Febrero,2018,2,14.77729988,-88.42990112,1052,CATUAI,Madurez Fisiologica,597,10,1.68,Susceptibles,a realizar
Copan,2/16/2018,Febrero,2018,2,14.51550007,-88.59200287,978,ICATU,Madurez Fisiologica,1037,76,7.33,Susceptibles,a realizar
El Paraiso,1/24/2018,Enero,2018,1,13.80000019,-86.59999847,1025,PACAS,Hojas Nuevas Mayor al 30%,440,66,15,Susceptibles,a realizar
Olancho,1/24/2018,Enero,2018,1,15.01069736,-86.44648743,965,CATUAI,Madurez Fisiologica,1088,4,0.37,Susceptibles,a realizar
Copan,1/25/2018,Enero,2018,1,14.42711067,-89.27442169,1085,CATUAI,Madurez Fisiologica,752,125,16.62,Susceptibles,a realizar
Santa Barbara,1/22/2018,Enero,2018,1,15.20224762,-88.25077057,1030,CATUAI,Madurez Fisiologica,1375,119,8.65,Susceptibles,a realizar
Cortes,1/27/2018,Enero,2018,1,15.16676712,-87.63497162,959,ICATU,Madurez Fisiologica,720,190,26.39,Susceptibles,a realizar
Cortes,1/23/2018,Enero,2018,1,15.47557354,-88.06816101,750,ICATU,Madurez Fisiologica,815,107,13.13,Susceptibles,a realizar
Santa Barbara,1/24/2018,Enero,2018,1,15.11187172,-88.30368042,1020,CATUAI,Madurez Fisiologica,770,137,17.79,Susceptibles,a realizar
El Paraiso,3/31/2018,Marzo,2018,3,13.80039978,-86.50469971,873,CATUAI,Hojas Nuevas Mayor al 30%,757,0,0,Susceptibles,a realizar
Santa Barbara,3/28/2018,Marzo,2018,3,15.20224762,-88.25077057,1030,CATUAI,Floracion,840,180,21.43,Susceptibles,a realizar
Copan,3/31/2018,Marzo,2018,3,14.42711067,-89.27442169,1085,CATUAI,Floracion,667,48,7.2,Susceptibles,a realizar
Copan,3/29/2018,Marzo,2018,3,14.57999992,-88.83999634,986,ICATU,Floracion,666,9,1.35,Susceptibles,a realizar
Comayagua,4/26/2018,Abril,2018,4,14.86023998,-87.6027298,980,CATUAI,Floracion Loca,526,23,4.37,Susceptibles,a realizar
Copan,4/24/2018,Abril,2018,4,14.74661064,-88.59349823,925,CATUAI,Floracion,1050,120,11.43,Susceptibles,a realizar
Olancho,4/25/2018,Abril,2018,4,15.01069736,-86.44648743,965,CATUAI,Floracion Principal,1390,6,0.43,Susceptibles,a realizar
Copan,3/30/2018,Marzo,2018,3,14.53750992,-88.8653183,947,CATUAI,Floracion,658,0,0,Susceptibles,a realizar
El Paraiso,3/29/2018,Marzo,2018,3,13.80688381,-86.6037674,1040,PACAS,Hojas Nuevas Mayor al 30%,998,30,3.01,Susceptibles,a realizar
Copan,3/31/2018,Marzo,2018,3,14.42775726,-89.16429901,1080,CATUAI,Floracion,635,0,0,Susceptibles,a realizar
Copan,3/31/2018,Marzo,2018,3,14.69480038,-88.71990204,886,CATUAI,Hojas Nuevas Mayor al 30%,954,0,0,Susceptibles,a realizar
Copan,3/29/2018,Marzo,2018,3,14.68060017,-88.73940277,1068,CATUAI,Hojas Nuevas Mayor al 30%,901,19,2.11,Susceptibles,a realizar
Copan,3/27/2018,Marzo,2018,3,14.51550007,-88.59200287,978,ICATU,Floracion Principal,858,57,6.64,Susceptibles,a realizar
Comayagua,3/28/2018,Marzo,2018,3,14.86023998,-87.6027298,980,CATUAI,Hojas Nuevas Mayor al 30%,666,1,0.15,Susceptibles,a realizar
Comayagua,3/29/2018,Marzo,2018,3,14.25,-87.44000244,950,CATUAI,Hojas Nuevas Mayor al 30%,394,12,3.05,Susceptibles,a realizar
Olancho,3/28/2018,Marzo,2018,3,15.01069736,-86.44648743,965,CATUAI,Hojas Nuevas Mayor al 30%,1346,2,0.15,Susceptibles,a realizar
Santa Barbara,3/28/2018,Marzo,2018,3,15.11187172,-88.30368042,1020,CATUAI,Floracion,824,22,2.67,Susceptibles,a realizar
Copan,3/27/2018,Marzo,2018,3,14.42961025,-89.16524506,1037,CATUAI,Floracion,634,0,0,Susceptibles,a realizar
Copan,3/28/2018,Marzo,2018,3,14.65389538,-89.08400726,1063,CATUAI,Floracion,692,6,0.87,Susceptibles,a realizar
Copan,3/31/2018,Marzo,2018,3,14.74661064,-88.59349823,925,CATUAI,Floracion,1437,242,16.84,Susceptibles,a realizar
Copan,3/31/2018,Marzo,2018,3,14.77729988,-88.42990112,1052,CATUAI,Floracion Loca,668,6,0.9,Susceptibles,a realizar
Copan,3/28/2018,Marzo,2018,3,15.08944416,-88.64527893,1014,PACAS,Hojas Nuevas Mayor al 30%,771,0,0,Susceptibles,a realizar
Copan,3/31/2018,Marzo,2018,3,14.71327686,-88.5870285,834,PACAS,Floracion,1024,0,0,Susceptibles,a realizar
Cortes,3/31/2018,Marzo,2018,3,15.16676712,-87.63497162,959,ICATU,Hojas Nuevas Mayor al 30%,668,223,33.38,Susceptibles,a realizar
El Paraiso,3/30/2018,Marzo,2018,3,13.85130024,-86.54869843,865,CATUAI,Hojas Nuevas Mayor al 30%,729,66,9.05,Susceptibles,a realizar
El Paraiso,4/23/2018,Abril,2018,4,13.85130024,-86.54869843,865,CATUAI,Floracion,608,28,4.61,Susceptibles,a realizar
Cortes,4/24/2018,Abril,2018,4,15.16676712,-87.63497162,959,ICATU,Floracion Principal,675,96,14.22,Susceptibles,a realizar
Copan,4/25/2018,Abril,2018,4,14.42775726,-89.16429901,1080,CATUAI,Floracion Principal,559,0,0,Susceptibles,a realizar
Copan,4/25/2018,Abril,2018,4,14.51550007,-88.59200287,978,ICATU,Floracion Principal,888,34,3.83,Susceptibles,a realizar
Copan,4/25/2018,Abril,2018,4,14.42961025,-89.16524506,1037,CATUAI,Floracion Principal,538,0,0,Susceptibles,a realizar
Copan,4/26/2018,Abril,2018,4,14.69480038,-88.71990204,886,CATUAI,Floracion,881,0,0,Susceptibles,a realizar
El Paraiso,4/25/2018,Abril,2018,4,13.80039978,-86.50469971,873,CATUAI,Floracion,831,0,0,Susceptibles,a realizar
Santa Barbara,4/25/2018,Abril,2018,4,15.11187172,-88.30368042,1020,CATUAI,Floracion Loca,891,19,2.13,Susceptibles,a realizar
Copan,4/23/2018,Abril,2018,4,14.65389538,-89.08400726,1063,CATUAI,Floracion,647,4,0.62,Susceptibles,a realizar
Copan,4/26/2018,Abril,2018,4,14.57999992,-88.83999634,986,ICATU,Formacion de Fruto,606,0,0,Susceptibles,a realizar
Copan,4/26/2018,Abril,2018,4,14.68060017,-88.73940277,1068,CATUAI,Floracion,862,0,0,Susceptibles,a realizar
Santa Barbara,4/26/2018,Abril,2018,4,15,-88.09999847,934,PACAS,Floracion,1037,139,13.4,Susceptibles,a realizar
Copan,4/23/2018,Abril,2018,4,15.08944416,-88.64527893,1014,PACAS,Floracion,723,2,0.28,Susceptibles,a realizar
Copan,4/23/2018,Abril,2018,4,14.53750992,-88.8653183,947,CATUAI,Floracion,707,0,0,Susceptibles,a realizar
Copan,4/26/2018,Abril,2018,4,14.77729988,-88.42990112,1052,CATUAI,Floracion,563,6,1.07,Susceptibles,a realizar
Copan,4/25/2018,Abril,2018,4,14.87055016,-88.77760315,920,IHCAFE-90,Floracion,773,0,0,Resistentes,a realizar
El Paraiso,3/29/2018,Marzo,2018,3,13.98567963,-86.24742126,971,IHCAFE-90,Hojas Nuevas Mayor al 30%,691,26,3.76,Resistentes,a realizar
El Paraiso,4/25/2018,Abril,2018,4,14.18667889,-86.13677979,930,PARAINEMA,Floracion,849,0,0,Resistentes,a realizar
El Paraiso,4/24/2018,Abril,2018,4,14.07948971,-86.09357452,1024,PARAINEMA,Floracion Principal,1028,15,1.46,Resistentes,a realizar
Copan,4/26/2018,Abril,2018,4,14.70259953,-88.79090118,816,IHCAFE-90,Floracion,911,0,0,Resistentes,a realizar
Santa Barbara,4/25/2018,Abril,2018,4,15.18150043,-88.40339661,814,IHCAFE-90,Floracion Principal,909,69,7.59,Resistentes,a realizar
Copan,4/23/2018,Abril,2018,4,14.80809975,-88.80999756,1038,IHCAFE-90,Floracion,916,0,0,Resistentes,a realizar
Santa Barbara,4/25/2018,Abril,2018,4,14.42823982,-88.20482635,818,IHCAFE-90,Formacion de Fruto,825,0,0,Resistentes,a realizar
El Paraiso,4/23/2018,Abril,2018,4,14.09724998,-86.17131042,970,PARAINEMA,Floracion Principal,655,10,1.53,Resistentes,a realizar
El Paraiso,4/25/2018,Abril,2018,4,14.13597393,-85.95096588,1012,PARAINEMA,Floracion,1114,0,0,Resistentes,a realizar
Copan,4/23/2018,Abril,2018,4,14.48120022,-89.04309845,1087,IHCAFE-90,Floracion Principal,908,18,1.98,Resistentes,a realizar
Comayagua,4/26/2018,Abril,2018,4,14.51280022,-87.32540131,1088,PARAINEMA,Floracion Principal,624,14,2.24,Resistentes,a realizar
Santa Barbara,4/24/2018,Abril,2018,4,15.09739971,-88.39019775,964,IHCAFE-90,Floracion Principal,879,162,18.43,Resistentes,a realizar
Santa Barbara,3/28/2018,Marzo,2018,3,15.09739971,-88.39019775,964,IHCAFE-90,Floracion,1226,178,14.52,Resistentes,a realizar
Santa Barbara,3/31/2018,Marzo,2018,3,15.01027775,-88.69750214,1061,PARAINEMA,Hojas Nuevas Mayor al 30%,873,0,0,Resistentes,a realizar
Santa Barbara,3/27/2018,Marzo,2018,3,15,-88.5,1006,IHCAFE-90,Hojas Nuevas Mayor al 30%,613,89,14.52,Resistentes,a realizar
Copan,4/26/2018,Abril,2018,4,14.63502789,-88.85315704,942,IHCAFE-90,Floracion,708,0,0,Resistentes,a realizar
El Paraiso,4/25/2018,Abril,2018,4,13.93327045,-86.27542114,948,PARAINEMA,Floracion Principal,702,0,0,Resistentes,a realizar
El Paraiso,4/25/2018,Abril,2018,4,14.04807186,-85.96273041,904,PARAINEMA,Floracion Principal,1260,5,0.4,Resistentes,a realizar
Cortes,4/24/2018,Abril,2018,4,15.16679955,-87.63492584,954,PARAINEMA,Floracion,801,8,1,Resistentes,a realizar
Copan,4/18/2018,Abril,2018,4,15.0247221,-88.63583374,856,IHCAFE-90,Floracion,562,49,8.72,Resistentes,a realizar
El Paraiso,3/29/2018,Marzo,2018,3,13.82820034,-86.58380127,977,PARAINEMA,Hojas Nuevas Mayor al 30%,835,0,0,Resistentes,a realizar
Copan,3/31/2018,Marzo,2018,3,14.63502789,-88.85315704,942,IHCAFE-90,Floracion,615,0,0,Resistentes,a realizar
Santa Barbara,4/26/2018,Abril,2018,4,14.9368,-88.44329834,1079,IHCAFE-90,Floracion Principal,551,47,8.53,Resistentes,a realizar
Copan,4/26/2018,Abril,2018,4,15.18027782,-88.72528076,981,PARAINEMA,Floracion,829,133,16.04,Resistentes,a realizar
El Paraiso,4/25/2018,Abril,2018,4,13.84990025,-86.5326004,979,PARAINEMA,Floracion,722,0,0,Resistentes,a realizar
El Paraiso,4/23/2018,Abril,2018,4,13.83162785,-86.45925903,1100,IHCAFE-90,Floracion Loca,710,24,3.38,Resistentes,a realizar
Copan,3/30/2018,Marzo,2018,3,14.70259953,-88.79090118,816,IHCAFE-90,Hojas Nuevas Mayor al 30%,963,0,0,Resistentes,a realizar
El Paraiso,3/31/2018,Marzo,2018,3,14.04807186,-85.96273041,904,PARAINEMA,Hojas Nuevas Mayor al 30%,1348,10,0.74,Resistentes,a realizar
El Paraiso,4/23/2018,Abril,2018,4,13.8410635,-86.46618652,770,PARAINEMA,Hojas Nuevas Mayor al 30%,763,0,0,Resistentes,a realizar
El Paraiso,4/22/2018,Abril,2018,4,14.15740013,-86.10070038,1034,PARAINEMA,Floracion Loca,922,0,0,Resistentes,a realizar
