"Date","year","DOY","Tair","RH","RAD","Pressure","WindSpeed","CO2","DegreeDays","PAR","FDiff","VPD","Tmax","Tmin","Rain","HR"
"2004-05-11",2004,132,21.022,84.779,15.74,897.267,0.967,376.812,11.022,7.555,0.404,4.033,26.5,12.5,0,NA
"2004-05-12",2004,133,21.781,84.564,15.87,897.209,0.812,376.812,11.781,7.617,0.404,4.365,26.7,13.5,0,NA
"2004-05-13",2004,134,21.65,85.896,19.783,897.5,0.911,376.812,11.65,9.496,0.353,4.133,26,12.3,0,NA
"2004-05-14",2004,135,21.033,87.757,19.565,898.076,0.936,376.812,11.033,9.391,0.359,3.352,22.4,13.6,0,NA
"2004-05-15",2004,136,21.855,85.791,14.377,898.196,0.816,376.812,11.855,6.901,0.426,4.025,24.2,12.6,15.6,NA
"2004-05-16",2004,137,22.308,87.222,16.262,898.054,0.918,376.812,12.308,7.806,0.402,3.743,23.6,15,0,NA
"2004-05-17",2004,138,22.267,88.585,14.545,898.868,0.793,376.812,12.268,6.982,0.43,3.408,22.7,13,33.2,NA
"2004-05-18",2004,139,23.223,87.642,19.28,899.37,0.809,376.812,13.223,9.254,0.369,3.884,22.1,14.8,11,NA
"2004-05-19",2004,140,23.191,84.066,17.234,898.485,0.801,376.812,13.191,8.272,0.383,5.094,22,15.4,0,NA
"2004-05-20",2004,141,22.645,85.725,21.236,898.098,0.969,376.812,12.645,10.193,0.329,4.4,23.7,15.6,10.4,NA
"2004-05-21",2004,142,22.033,85.136,20.424,897.86,0.838,376.812,12.033,9.804,0.332,4.552,22.3,15.8,2.3,NA
"2004-05-22",2004,143,21.452,88.31,13.816,898.653,0.741,376.812,11.452,6.632,0.415,3.196,22.1,15.6,0,NA
"2004-05-23",2004,144,22.447,83.784,20.522,899.577,0.936,376.812,12.447,9.85,0.331,4.749,22.1,10.7,3.7,NA
"2004-05-24",2004,145,22.122,84.02,18.041,899.436,0.824,376.812,12.122,8.66,0.382,4.727,25,13.4,0,NA
"2004-05-25",2004,146,21.264,87.675,14.276,898.789,0.821,376.812,11.264,6.852,0.445,3.282,22.6,14.2,0.8,NA
"2004-05-26",2004,147,20.837,96.261,6.83,898.68,0.298,376.812,10.837,3.278,0.508,0.978,24,12,14.4,NA
"2004-05-27",2004,148,21.018,95.564,9.504,898.68,0.489,376.812,11.018,4.562,0.491,1.214,24.2,12.9,11.8,NA
"2004-05-28",2004,149,20.739,95.332,7.717,898.68,0.396,376.812,10.739,3.704,0.501,1.252,24.8,13.4,0.3,NA
"2004-05-29",2004,150,21.92,90.936,16.843,898.68,0.672,376.812,11.92,8.085,0.391,2.812,23.8,13.8,8.8,NA
"2004-05-30",2004,151,21.637,83.249,14.327,898.68,0.673,376.812,11.637,6.877,0.442,4.879,23.3,13.2,0,NA
"2004-05-31",2004,152,22.758,84.203,14.293,898.68,0.6,376.812,12.758,6.861,0.435,4.926,24.9,12.2,1.8,NA
"2004-06-01",2004,153,22.858,81.392,17.83,898.68,0.735,376.812,12.858,8.558,0.391,5.97,24.1,13.5,20.1,NA
"2004-06-02",2004,154,23.871,80.603,20.871,898.68,0.774,376.812,13.871,10.018,0.33,6.181,24.3,14.2,36.5,NA
"2004-06-03",2004,155,25.114,85.171,18.989,898.68,0.615,376.812,15.114,9.115,0.362,5.407,22.4,15.2,0,NA
"2004-06-04",2004,156,24.565,82.92,25.381,898.68,0.974,376.812,14.565,12.183,0.253,5.868,23,12.8,0,NA
"2004-06-05",2004,157,23.541,82.192,17.786,898.68,0.792,376.812,13.541,8.537,0.372,5.619,23.1,14.4,0.9,NA
"2004-06-06",2004,158,22.959,90.641,10.339,898.68,0.458,376.812,12.959,4.963,0.487,2.694,24,13,6.9,NA
"2004-06-07",2004,159,23.074,86.677,17.343,898.68,0.624,376.812,13.074,8.324,0.38,4.066,22.1,13.5,15.3,NA
"2004-06-08",2004,160,23.063,83.745,16.957,898.68,0.766,376.812,13.063,8.139,0.396,5.431,22.4,13.3,17.4,NA
"2004-06-09",2004,161,20.825,91.034,8.968,898.68,0.549,376.812,10.825,4.305,0.509,2.263,23.6,14.8,0.6,NA
"2004-06-10",2004,162,20.568,89.328,17.053,898.68,0.645,376.812,10.568,8.185,0.388,3.102,24.9,14.5,7.2,NA
"2004-06-11",2004,163,21.345,88.564,14.056,898.68,0.502,376.812,11.345,6.747,0.449,3.112,24.1,13.2,4.9,NA
"2004-06-12",2004,164,22.12,89.12,18.635,898.68,0.631,376.812,12.12,8.945,0.362,3.415,25,14,26.8,NA
"2004-06-13",2004,165,22.059,86.52,16.853,898.68,0.561,376.812,12.059,8.09,0.368,4.039,24.8,13.3,0,NA
"2004-06-14",2004,166,23.146,84.772,24.216,898.68,0.865,376.812,13.146,11.624,0.271,5.127,25,13,33.5,NA
"2004-06-15",2004,167,23.074,86.583,19.699,898.68,0.637,376.812,13.074,9.456,0.336,4.352,24.9,13.7,2.8,NA
"2004-06-16",2004,168,22.534,86.853,20.593,898.68,0.65,376.812,12.534,9.885,0.338,4.321,23.6,14.4,0,NA
"2004-06-17",2004,169,21.729,86.616,14.089,898.68,0.552,376.812,11.729,6.763,0.431,3.794,23.3,11.6,0,NA
"2004-06-18",2004,170,21.515,87.73,13.02,898.68,0.459,376.812,11.515,6.25,0.452,3.562,21.9,14.6,0.3,NA
"2004-06-19",2004,171,21.874,90.62,12.761,898.68,0.615,376.812,11.874,6.125,0.458,2.632,21.7,14.6,0.1,NA
"2004-06-20",2004,172,20.941,95.062,7.106,898.68,0.285,376.812,10.941,3.411,0.499,1.259,21.5,14.9,0.2,NA
"2004-06-21",2004,173,22.974,79.79,24.401,898.68,0.772,376.812,12.974,11.713,0.248,6.416,23.1,16,6.9,NA
"2004-06-22",2004,174,23.357,85.429,20.191,898.68,0.715,376.812,13.357,9.692,0.342,4.872,22.1,11.6,0.8,NA
"2004-06-23",2004,175,22.123,88.526,14.521,898.68,0.669,376.812,12.123,6.97,0.423,3.44,24.4,11.2,4.8,NA
"2004-06-24",2004,176,22.127,85.124,15.85,898.68,0.758,376.812,12.127,7.608,0.399,4.317,23.3,15.1,5.6,NA
"2004-06-25",2004,177,20.25,87.396,16.851,896.427,0.418,376.812,10.25,8.088,0.396,3.399,21.3,15.1,0,NA
"2004-06-26",2004,178,20.786,88.163,15.967,896.829,0.402,376.812,10.786,7.664,0.397,3.349,22.8,12.6,0,NA
"2004-06-27",2004,179,21.635,85.175,18.294,896.976,0.435,376.812,11.635,8.781,0.363,4.389,22.8,13.5,0,NA
"2004-06-28",2004,180,20.248,88.835,18.392,897.419,0.494,376.812,10.248,8.828,0.348,3.151,22.5,11.3,1.3,NA
"2004-06-29",2004,181,20.61,85.232,20.723,896.49,0.57,376.812,10.61,9.947,0.321,4.247,23.2,15.3,6.6,NA
"2004-06-30",2004,182,20.397,87.36,18.893,895.324,0.546,376.812,10.397,9.068,0.354,3.649,21.5,15.1,0.6,NA
"2004-07-01",2004,183,19.937,92.495,13.968,895.522,0.385,376.812,9.937,6.705,0.388,2.127,21.6,13.3,0,NA
"2004-07-02",2004,184,19.578,95.492,13.737,896.917,0.428,376.812,9.578,6.594,0.453,1.057,22.8,16,0,NA
"2004-07-03",2004,185,20.024,90.541,16.659,897.383,0.553,376.812,10.024,7.996,0.383,2.446,23.2,14.6,0,NA
"2004-07-04",2004,186,19.959,89.351,20.316,896.468,0.555,376.812,9.959,9.752,0.347,2.998,23.7,14.5,0.9,NA
"2004-07-05",2004,187,20.223,88.269,9.626,895.855,0.272,376.812,10.223,4.62,0.491,3.27,23.5,13.5,0.7,NA
"2004-07-06",2004,188,20,89.574,17.88,896.378,0.442,376.812,10,8.583,0.377,2.824,22.8,15.4,2.1,NA
"2004-07-07",2004,189,20.268,89.585,23.844,896.302,0.694,376.812,10.268,11.445,0.278,2.869,22.5,14.2,12,NA
"2004-07-08",2004,190,20.826,87.271,16.563,895.363,0.458,376.812,10.826,7.95,0.409,3.685,22.1,13.9,10.7,NA
"2004-07-09",2004,191,20.144,89.488,20.161,895.23,0.572,376.812,10.144,9.678,0.342,2.983,22.1,14.3,5.9,NA
"2004-07-10",2004,192,20.297,87.37,12.927,895.571,0.339,376.812,10.297,6.205,0.454,3.567,22.6,13.2,0,NA
"2004-07-11",2004,193,20.237,87.77,16.011,895.874,0.504,376.812,10.237,7.685,0.405,3.454,22.5,8.7,0,NA
"2004-07-12",2004,194,20.226,91.29,14.806,896.327,0.44,376.812,10.226,7.107,0.408,2.296,21.8,14.2,0,NA
"2004-07-13",2004,195,19.733,95.498,7.057,896.322,0.245,376.812,9.732,3.388,0.515,1.082,20.5,12.7,0.6,NA
"2004-07-14",2004,196,21.203,88.848,14.636,895.645,0.418,376.812,11.203,7.025,0.434,3.367,21,14.4,3.6,NA
"2004-07-15",2004,197,20.122,91.982,11.131,895.507,0.388,376.812,10.123,5.343,0.462,2.156,23,12.7,0,NA
"2004-07-16",2004,198,18.866,91.371,10.389,896.752,0.318,376.812,8.866,4.987,0.496,2.101,24.4,11.4,1.7,NA
"2004-07-17",2004,199,20.974,87.736,12.106,896.135,0.549,376.812,10.974,5.811,0.468,3.204,23.4,13.9,10.8,NA
"2004-07-18",2004,200,20.516,90.589,8.277,894.602,0.344,376.812,10.516,3.973,0.496,2.375,25.7,11.1,15.8,NA
"2004-07-19",2004,201,21.635,91.325,17.004,895.781,0.512,376.812,11.635,8.162,0.395,2.854,24.9,14.7,0,NA
"2004-07-20",2004,202,19.781,92.25,0.124,897.977,0.36,376.812,9.781,0.06,0.521,2.003,24.6,9,0.2,NA
"2004-07-21",2004,203,18.249,93.452,0.127,896.933,0.34,376.812,8.249,0.061,0.521,1.57,23.8,11.8,17.5,NA
"2004-07-22",2004,204,20.152,93.415,0.126,896.274,0.401,376.812,10.152,0.06,0.521,1.935,25.3,12.6,0,NA
"2004-07-23",2004,205,19.275,92.093,7.329,897.871,0.209,376.812,9.275,3.518,0.501,2.191,24,12.5,0.1,NA
"2004-07-24",2004,206,19.177,89.888,9.899,898.607,0.219,376.812,9.177,4.752,0.474,2.574,24,13.6,5.1,NA
"2004-07-25",2004,207,19.58,90.707,12.533,897.854,0.325,376.812,9.58,6.016,0.428,2.312,23.1,13.8,12.4,NA
"2004-07-26",2004,208,22.051,85.996,24.643,898.68,0.704,376.812,12.051,11.829,0.269,4.365,23,13.3,0,NA
"2004-07-27",2004,209,21.564,88.519,22.717,898.68,0.728,376.812,11.564,10.904,0.309,3.571,24.3,13.3,1.5,NA
"2004-07-28",2004,210,21.16,87.428,11.943,898.68,0.47,376.812,11.16,5.733,0.448,3.408,25.2,13.3,8.8,NA
"2004-07-29",2004,211,23.231,78.202,23.749,898.68,0.808,376.812,13.231,11.399,0.288,6.821,24,13,7.9,NA
"2004-07-30",2004,212,23.052,82.712,22.743,898.68,0.841,376.812,13.052,10.916,0.311,5.409,24.9,12.8,6.3,NA
"2004-07-31",2004,213,22.125,87.409,14.694,898.68,0.647,376.812,12.125,7.053,0.429,3.801,24.2,13.1,8.5,NA
"2004-08-01",2004,214,23.062,84.029,16.981,898.68,0.871,376.812,13.062,8.151,0.379,4.862,24.5,12.9,8.2,NA
"2004-08-02",2004,215,23.545,85.795,22.76,898.68,0.804,376.812,13.545,10.925,0.302,4.861,25.3,14.7,0,NA
"2004-08-03",2004,216,24.207,81.056,23.115,898.68,0.811,376.812,14.207,11.095,0.289,6.695,25,12.8,0,NA
"2004-08-04",2004,217,22.174,86.714,9.737,898.68,0.404,376.812,12.174,4.674,0.477,3.737,25,11.3,15.9,NA
"2004-08-05",2004,218,21.647,88.499,11.661,898.68,0.46,376.812,11.647,5.597,0.463,3.14,25.2,13.3,0,NA
"2004-08-06",2004,219,21.002,83.861,13.639,898.68,0.426,376.812,11.002,6.547,0.452,4.272,25.4,16.4,0,NA
"2004-08-07",2004,220,20.469,86.557,17.068,898.68,0.53,376.812,10.469,8.192,0.399,3.724,25.5,11,0.1,NA
"2004-08-08",2004,221,20.683,86.456,17.596,898.68,0.616,376.812,10.683,8.446,0.395,3.806,25,11.4,0,NA
"2004-08-09",2004,222,20.327,89.482,15.763,898.68,0.554,376.812,10.327,7.566,0.413,2.792,25.8,16.3,0,NA
"2004-08-10",2004,223,20.011,89.55,12.941,898.68,0.424,376.812,10.011,6.212,0.467,2.61,23.7,17,0,NA
"2004-08-11",2004,224,21.982,87.803,20.173,898.68,0.649,376.812,11.982,9.683,0.346,3.746,26.5,14.1,16.1,NA
"2004-08-12",2004,225,22.273,82.906,25.595,898.68,0.803,376.812,12.273,12.285,0.259,5.695,25.1,14.2,0,NA
"2004-08-13",2004,226,22.652,81.771,21.689,898.68,0.709,376.812,12.652,10.411,0.317,5.636,24.6,15.8,0,NA
"2004-08-14",2004,227,21.776,83.899,18.747,898.68,0.744,376.812,11.776,8.998,0.356,4.646,23.6,16.2,0,NA
"2004-08-15",2004,228,22.411,82.791,23.656,898.68,0.905,376.812,12.411,11.355,0.285,5.319,24.4,15.9,15.4,NA
"2004-08-16",2004,229,22.12,88.113,18.984,898.68,0.645,376.812,12.12,9.112,0.345,3.698,21.1,13.2,0,NA
"2004-08-17",2004,230,21.421,85.765,18.421,898.68,0.789,376.812,11.421,8.842,0.367,4.256,23.2,16,2,NA
"2004-08-18",2004,231,21.409,85.125,15.691,898.68,0.654,376.812,11.409,7.532,0.416,4.26,21.7,16,5.1,NA
"2004-08-19",2004,232,21.83,84.215,16.8,898.68,0.8,376.812,11.83,8.064,0.389,4.731,23.8,15.2,0,NA
"2004-08-20",2004,233,22.22,84.607,19.699,898.68,0.764,376.812,12.22,9.456,0.371,4.717,24.6,12.1,0,NA
"2004-08-21",2004,234,23.035,84.049,21.252,898.68,0.729,376.812,13.035,10.201,0.321,5.148,24,15.1,1.2,NA
"2004-08-22",2004,235,22.042,86.134,17.984,898.68,0.788,376.812,12.042,8.632,0.388,4.405,24.6,13.8,0,NA
"2004-08-23",2004,236,21.412,83.907,12.375,898.68,0.514,376.812,11.412,5.94,0.466,4.36,23.8,15.9,2.5,NA
"2004-08-24",2004,237,22.699,82.494,22.749,898.68,0.717,376.812,12.699,10.919,0.311,5.56,23.9,13.3,12.7,NA
"2004-08-25",2004,238,22.95,86.118,19.347,898.68,0.609,376.812,12.95,9.287,0.344,4.443,22.6,13.7,0,NA
"2004-08-26",2004,239,22.371,80.729,23.145,899.601,1.021,376.812,12.371,11.11,0.284,6.012,23.8,11.6,12.4,NA
"2004-08-27",2004,240,22.009,83.034,25.67,899.183,1.171,376.812,12.009,12.322,0.269,5.018,22,13.5,8.1,NA
"2004-08-28",2004,241,22.173,83.802,23.935,898.898,1.003,376.812,12.173,11.489,0.279,4.7,23.2,14.8,20.6,NA
"2004-08-29",2004,242,22.133,85.915,18.377,898.177,0.905,376.812,12.133,8.821,0.371,3.988,24.3,13.8,0,NA
"2004-08-30",2004,243,21.634,89.624,13.308,898.74,0.629,376.812,11.634,6.388,0.446,2.884,23.9,11.1,0.2,NA
"2004-08-31",2004,244,21.975,88.237,14.277,899.342,0.792,376.812,11.975,6.853,0.436,3.264,23.8,13.5,0,NA
"2004-09-01",2004,245,23.128,83.076,25.723,898.304,0.869,376.812,13.128,12.347,0.25,5.463,24.3,15.7,1.2,NA
"2004-09-02",2004,246,22.23,83.81,15.309,897.748,0.55,376.812,12.23,7.348,0.415,4.694,23.4,15.2,0,NA
"2004-09-03",2004,247,21.852,84.386,21.686,898.292,0.587,376.812,11.852,10.409,0.323,4.818,25,16.4,0,NA
"2004-09-04",2004,248,20.939,83.336,19.752,898.897,0.565,376.812,10.939,9.481,0.342,4.504,25.4,13.5,0,NA
"2004-09-05",2004,249,21.255,84.653,18.138,899.574,0.542,376.812,11.255,8.706,0.366,4.495,24,15.3,0.2,NA
"2004-09-06",2004,250,22.106,81.893,18.511,899.466,0.422,376.812,12.106,8.885,0.375,5.075,25.8,14.8,29.8,NA
"2004-09-07",2004,251,22.786,79.286,25.284,899.429,0.68,376.812,12.786,12.136,0.261,6.17,24.6,14,7.5,NA
"2004-09-08",2004,252,22.579,84.89,23.505,899.738,0.661,376.812,12.579,11.282,0.298,4.742,23.2,12.5,9.7,NA
"2004-09-09",2004,253,21.904,74.347,26.2,899.74,0.763,376.812,11.904,12.576,0.225,7.693,24.4,10.1,0,NA
"2004-09-10",2004,254,22.2,76.115,24.449,898.83,0.639,376.812,12.2,11.735,0.263,6.794,24.7,12.1,16,NA
"2004-09-11",2004,255,21.579,84.701,19.205,898.197,0.572,376.812,11.579,9.218,0.354,4.322,23.8,13.5,16.8,NA
"2004-09-12",2004,256,21.714,83.203,17.558,897.888,0.555,376.812,11.714,8.428,0.394,4.796,24.4,13.4,0.1,NA
"2004-09-13",2004,257,21.813,85.759,21.146,898.142,0.534,376.812,11.813,10.15,0.335,4.203,24.5,12.2,17.5,NA
"2004-09-14",2004,258,22.662,79.203,22.327,898.303,0.597,376.812,12.662,10.717,0.288,6.297,24.6,13.3,0.2,NA
"2004-09-15",2004,259,22.406,81.825,21.778,897.55,0.637,376.812,12.406,10.454,0.328,5.483,23.5,15.3,0.2,NA
"2004-09-16",2004,260,22.589,80.617,21.858,896.547,0.641,376.812,12.589,10.492,0.332,5.898,24.5,11.7,0.2,NA
"2004-09-17",2004,261,21.539,85.499,16.549,895.661,0.348,376.812,11.539,7.944,0.399,4.062,25.9,11.8,13.5,NA
"2004-09-18",2004,262,20.988,88.934,9.474,895.655,0.27,376.812,10.988,4.548,0.484,2.941,24.2,13.7,1,NA
"2004-09-19",2004,263,21.957,83.684,16.678,897.361,0.42,376.812,11.957,8.005,0.396,4.528,24.2,12.1,9.6,NA
"2004-09-20",2004,264,21.653,75.806,14.167,897.658,0.527,376.812,11.653,6.8,0.425,7.063,25.2,14.5,17.1,NA
"2004-09-21",2004,265,20.255,83.88,18.355,897.67,0.605,376.812,10.255,8.811,0.375,4.151,24,12.2,0,NA
"2004-09-22",2004,266,21.261,84.91,17.392,897.937,0.548,376.812,11.261,8.348,0.365,4.124,25.8,11.6,3.7,NA
"2004-09-23",2004,267,22.501,85.941,19.234,898.234,0.435,376.812,12.501,9.232,0.366,4.285,24.8,14.3,66.2,NA
"2004-09-24",2004,268,22.93,82.866,23.589,897.968,0.644,376.812,12.93,11.323,0.262,5.318,25.2,12.2,1.2,NA
"2004-09-25",2004,269,21.02,88.094,20.575,895.005,0.602,376.812,11.02,9.876,0.278,3.492,23.4,15.5,12,NA
"2004-09-26",2004,270,20.493,89.743,18.01,894.475,0.551,376.812,10.493,8.645,0.314,3.153,24.7,15.6,6.8,NA
"2004-09-27",2004,271,19.756,92,10.124,895.159,0.218,376.812,9.756,4.859,0.431,2.09,25,13.7,34.4,NA
"2004-09-28",2004,272,19.753,89.889,9.76,895.454,0.287,376.812,9.753,4.685,0.447,2.558,24.5,13.1,12.6,NA
"2004-09-29",2004,273,21.207,87.423,18.2,895.174,0.609,376.812,11.207,8.736,0.343,3.927,23.2,14.1,0.5,NA
"2004-09-30",2004,274,21.799,86.856,21.799,895.595,0.689,376.812,11.799,10.463,0.266,4.373,22.8,14.9,3.2,NA
"2004-10-01",2004,275,21.293,87.685,19.035,895.802,0.609,376.812,11.293,9.137,0.31,3.958,22.7,14.3,0,NA
"2004-10-02",2004,276,21.15,85.793,14.977,896.076,0.485,376.812,11.15,7.189,0.381,4.054,21.5,15.2,3.5,NA
"2004-10-03",2004,277,21.104,85.918,21.525,896.016,0.669,376.812,11.104,10.332,0.271,4.577,21.2,15.1,0.2,NA
"2004-10-04",2004,278,21.864,86.283,21.157,895.676,0.597,376.812,11.864,10.155,0.29,4.287,22.2,13.1,5.5,NA
"2004-10-05",2004,279,20.51,85.461,15.1,894.965,0.535,376.812,10.51,7.248,0.375,4.172,23.8,13.7,0.2,NA
"2004-10-06",2004,280,20.396,84.084,22.43,895.16,0.665,376.812,10.396,10.766,0.258,4.43,24.1,15.8,20.9,NA
"2004-10-07",2004,281,18.751,88.25,12.08,895.315,0.373,376.812,8.751,5.798,0.431,2.818,23.7,14.3,0,NA
"2004-10-08",2004,282,20.233,84.531,19.002,894.699,0.538,376.812,10.233,9.121,0.324,4.255,23.8,13.1,24.7,NA
"2004-10-09",2004,283,19.658,92.398,10.718,894.813,0.339,376.812,9.658,5.145,0.405,2.132,23.3,16.1,33.7,NA
"2004-10-10",2004,284,20.006,91.751,9.966,895.652,0.399,376.812,10.006,4.784,0.421,2.126,23.6,15,22.8,NA
"2004-10-11",2004,285,20.901,87.91,13.721,895.548,0.438,376.812,10.901,6.586,0.398,3.484,25.1,14.7,29.6,NA
"2004-10-12",2004,286,20.574,88.408,19.6,895.308,0.604,376.812,10.574,9.408,0.305,3.532,25,14.9,43.3,NA
"2004-10-13",2004,287,20.152,85.969,19.696,895.034,0.606,376.812,10.152,9.454,0.308,3.973,23.7,15.2,13,NA
"2004-10-14",2004,288,20.488,86.335,20.313,895.3,0.574,376.812,10.488,9.75,0.296,3.849,25.1,16,2.6,NA
"2004-10-15",2004,289,20.374,90.543,11.564,895.917,0.329,376.812,10.374,5.551,0.441,2.566,25.1,15,4.2,NA
"2004-10-16",2004,290,20.375,88.087,15.83,894.817,0.503,376.812,10.375,7.598,0.361,3.337,24.6,15.4,0.5,NA
"2004-10-17",2004,291,19.803,91.314,12.373,894.094,0.278,376.812,9.803,5.939,0.433,2.362,23.6,13.5,0,NA
"2004-10-18",2004,292,20.332,94.336,12.373,894.94,0.384,376.812,10.332,5.939,0.409,1.522,25.2,12.2,1.2,NA
"2004-10-19",2004,293,20.985,90.585,16.793,895.387,0.494,376.812,10.985,8.061,0.36,2.928,25.4,14.3,0,NA
"2004-10-20",2004,294,20.292,91.956,14.262,894.942,0.398,376.812,10.292,6.846,0.376,2.398,24.2,12.8,0,NA
"2004-10-21",2004,295,21.313,90.158,14.168,895.097,0.326,376.812,11.313,6.801,0.383,2.943,24.2,13.1,0,NA
"2004-10-22",2004,296,21.691,89.876,17.098,895.67,0.563,376.812,11.691,8.207,0.338,3.132,23.7,13.6,0,NA
"2004-10-23",2004,297,21.366,86.116,19.432,896.102,0.701,376.812,11.366,9.327,0.294,4.362,24.6,11.4,19.8,NA
"2004-10-24",2004,298,21.465,86.567,20.897,895.759,0.568,376.812,11.465,10.03,0.265,4.162,23.1,10.5,29.6,NA
"2004-10-25",2004,299,20.943,84.7,20.643,895.513,0.699,376.812,10.943,9.908,0.267,4.418,22.6,11.7,0,NA
"2004-10-26",2004,300,21.537,90.723,16.948,899.133,0.456,376.812,11.537,8.135,0.329,2.904,23,12.2,0,NA
"2004-10-27",2004,301,20.362,93.159,10.786,897.801,0.319,376.812,10.362,5.177,0.384,1.821,22.2,13.4,0,NA
"2004-10-28",2004,302,20.095,97.226,7.183,895.78,0.214,376.812,10.095,3.448,0.469,0.71,22.1,14.6,0,NA
"2004-10-29",2004,303,20.407,94.98,9.734,895.582,0.291,376.812,10.407,4.672,0.443,1.391,22.4,14,0,NA
"2004-10-30",2004,304,16.809,98.556,4.71,898.574,0.098,376.812,6.809,2.261,0.479,0.283,22.9,12.9,0,NA
"2004-10-31",2004,305,14.543,98.414,3.331,901.16,0.154,376.812,4.543,1.599,0.476,0.278,23.7,12.3,0,NA
"2004-11-01",2004,306,14.895,97.499,3.537,900.649,0.17,376.812,4.895,1.698,0.479,0.436,24.4,9.7,0.6,NA
"2004-11-02",2004,307,14.775,94.551,4.082,899.4,0.067,376.812,4.775,1.959,0.479,0.986,23.1,14,7.5,NA
"2004-11-03",2004,308,16.146,87.302,12.827,898.185,0.459,376.812,6.146,6.157,0.389,2.715,22.4,13.9,0,NA
"2004-11-04",2004,309,17.974,90.626,12.813,898.005,0.433,376.812,7.974,6.15,0.414,2.401,20.1,16,0,NA
"2004-11-05",2004,310,18.167,91.465,8.723,899.38,0.417,376.812,8.167,4.187,0.457,1.902,22.5,15.8,0.4,NA
"2004-11-06",2004,311,18.94,89.469,10.549,900.31,0.321,376.812,8.94,5.063,0.426,2.431,19.4,15.2,4.3,NA
"2004-11-07",2004,312,15.918,99.475,2.712,899.75,0.059,376.812,5.918,1.302,0.479,0.096,14.8,12.5,0,NA
"2004-11-08",2004,313,17.154,92.559,8.125,899.728,0.276,376.812,7.154,3.9,0.458,1.572,17.8,10.6,0,NA
"2004-11-09",2004,314,19.086,83.98,16.555,898.794,0.444,376.812,9.086,7.946,0.339,4.017,17.8,10.2,0,NA
"2004-11-10",2004,315,20.593,80.326,15.244,898.387,0.499,376.812,10.593,7.317,0.355,5.274,18.9,10.1,0,NA
"2004-11-11",2004,316,20.608,89.866,10.675,899.084,0.488,376.812,10.608,5.124,0.438,2.752,21.4,12.6,0,NA
"2004-11-12",2004,317,20.469,85.013,18.913,899.274,0.717,376.812,10.469,9.078,0.291,4.033,19.1,11.8,0.8,NA
"2004-11-13",2004,318,20.631,84.468,16.517,898.149,0.612,376.812,10.631,7.928,0.335,4.072,19.5,14.1,0.2,NA
"2004-11-14",2004,319,18.138,92.805,7.216,899.161,0.345,376.812,8.138,3.464,0.463,1.517,18.2,11,0,NA
"2004-11-15",2004,320,17.494,93.721,5.046,899.693,0.216,376.812,7.494,2.422,0.475,1.292,20,12.3,0,NA
"2004-11-16",2004,321,19.277,88.97,11.97,898.968,0.59,376.812,9.277,5.746,0.392,2.912,19.9,13,0,NA
"2004-11-17",2004,322,17.596,93.315,3.582,897.361,0.151,376.812,7.596,1.72,0.479,1.375,21.3,13.3,0.6,NA
"2004-11-18",2004,323,19.992,87.479,18.714,896.366,0.569,376.812,9.992,8.983,0.31,3.562,19.6,13,0,NA
"2004-11-19",2004,324,19.413,91.767,16.745,897.167,0.532,376.812,9.412,8.038,0.324,2.142,21.7,10,0,NA
"2004-11-20",2004,325,19.85,91.596,13.022,897.155,0.514,376.812,9.85,6.251,0.392,2.229,22.4,12.3,0,NA
"2004-11-21",2004,326,18.654,95.235,9.223,898.329,0.27,376.812,8.654,4.427,0.437,1.061,21.4,10.2,0,NA
"2004-11-22",2004,327,20.075,91.974,15.706,898.074,0.462,376.812,10.075,7.539,0.342,2.268,20.3,15.5,0,NA
"2004-11-23",2004,328,19.135,93.536,13.468,897.539,0.427,376.812,9.135,6.464,0.367,1.631,25.7,12.3,9.2,NA
"2004-11-24",2004,329,19.395,97.385,8.712,896.638,0.245,376.812,9.395,4.182,0.454,0.652,24.9,12.3,7,NA
"2004-11-25",2004,330,17.748,99.198,1.059,897.403,0.179,376.812,7.748,0.508,0.479,0.167,22.9,11.8,0.2,NA
"2004-11-26",2004,331,15.338,99.548,4.028,898.71,0.118,376.812,5.338,1.934,0.479,0.077,22.5,14.8,0,NA
"2004-11-27",2004,332,18.148,84.392,16.078,899.222,0.466,376.812,8.148,7.717,0.332,3.597,25.8,10,0,NA
"2004-11-28",2004,333,17.443,82.156,14.502,899.672,0.586,376.812,7.443,6.961,0.37,3.701,20,12.3,0.8,NA
"2004-11-29",2004,334,18.231,76.746,21.114,899.3,0.688,376.812,8.231,10.135,0.229,5.974,22.6,14.6,0,NA
"2004-11-30",2004,335,17.782,86.919,8.152,900.085,0.677,376.812,7.782,3.913,0.457,2.954,22.9,10.7,0,NA
"2004-12-01",2004,336,14.454,96.934,7.089,900.775,0.275,376.812,4.454,3.403,0.455,0.589,20.3,12.7,0.6,NA
"2004-12-02",2004,337,16.825,91.515,11.576,899.68,0.356,376.812,6.825,5.556,0.415,1.922,19.6,12.7,0,NA
"2004-12-03",2004,338,14.854,97.514,4.049,899.809,0.283,376.812,4.854,1.944,0.479,0.432,20.3,9.2,0,NA
"2004-12-04",2004,339,14.738,95.547,7.378,900.021,0.446,376.812,4.738,3.541,0.466,0.806,20.8,10.6,0,NA
"2004-12-05",2004,340,15.865,98.655,9.163,899.372,0.329,376.812,5.865,4.398,0.445,0.269,21.9,14.6,0,NA
