Date	RH	Tmin	year	DOY	RAD	Rain	Pressure	WindSpeed	Tmax	Tair
16/11/1993	28.2	16.34	1993	320	22.5	0.33	912.2	76.24	18.56	17.54
17/11/1993	26.97	17.6	1993	321	21.4	1.51	913.6	75.39	18.12	19.12
18/11/1993	25.58	12.64	1993	322	20.21	7.97	913.4	85.38	16.72	14.48
19/11/1993	25.54	9.25	1993	323	20.7	2.19	911.8	84.82	18.31	10.87
20/11/1993	26.59	10.69	1993	324	21.13	1.6	911.4	81.96	18.18	12.43
21/11/1993	25.59	9.32	1993	325	20.27	0.27	912.7	78.76	16.79	11.29
22/11/1993	25.68	14.18	1993	326	19.48	0.15	913.6	78.35	15.56	16.01
23/11/1993	25.76	16.96	1993	327	19.29	0	913.4	76.48	14.71	18.64
24/11/1993	26.9	19.3	1993	328	19.79	0	911.4	73.43	14.71	20.39
25/11/1993	27.26	16.52	1993	329	20.32	0.02	911.7	71.58	14.91	17.38
26/11/1993	26.39	16.67	1993	330	19.25	0.03	912.8	71.27	14.58	17.78
27/11/1993	26.25	20.52	1993	331	19.19	0.02	914.2	73.84	14.05	21.78
28/11/1993	25.28	12.96	1993	332	19.51	0.13	915.8	78.52	16.21	14.73
29/11/1993	25.69	16.2	1993	333	19.54	0.26	915.4	77.91	15.24	17.92
30/11/1993	26.78	12.13	1993	334	20.48	1.7	914.4	81.65	17.24	13.89
01/12/1993	26.51	9.11	1993	335	20.4	1.42	913.3	83.41	16.77	11
02/12/1993	27.65	11.2	1993	336	21.76	0.21	912.9	77.8	18.25	12.77
03/12/1993	27.89	16.13	1993	337	21.54	0.15	912.8	74.67	16.96	17.44
04/12/1993	28	16.42	1993	338	21.5	0.26	912.1	74.65	16.72	17.71
05/12/1993	27.32	14.36	1993	339	21.32	0.77	911.5	78.18	17.5	16.22
06/12/1993	27.32	17.6	1993	340	20.74	0.63	912.4	76.13	16.9	19.44
07/12/1993	27.09	13.82	1993	341	20.42	2.22	913	79.05	16.25	15.9
08/12/1993	26.05	10.22	1993	342	20.44	8.67	913.4	84.28	17.68	12.21
09/12/1993	27.27	9.76	1993	343	21.02	1.02	913.7	79.91	17.49	11.37
10/12/1993	27.92	18.9	1993	344	21.42	0.48	913.2	74.88	17.04	20.11
11/12/1993	24.95	17.53	1993	345	19.23	2.16	914.1	79.39	15.31	19.22
12/12/1993	25.7	19.01	1993	346	19.09	0	913	75.1	14.66	20.57
13/12/1993	30.14	21.42	1993	347	21.45	0	910.5	61.48	14.71	22
14/12/1993	28.39	20.3	1993	348	21.15	0.05	910.9	65.4	16.12	21.36
15/12/1993	27.52	13.07	1993	349	20.64	0.24	911.6	73.99	15.84	14.36
16/12/1993	28.53	18.29	1993	350	21.16	0.02	912.4	70.27	15.9	19.39
17/12/1993	28.32	15.34	1993	351	20.9	0.17	913.7	70.85	15.98	16.57
18/12/1993	26.4	17.06	1993	352	19.75	0.04	914.2	71.6	15.65	18.6
19/12/1993	26.37	18.86	1993	353	18.68	0	913.1	66.42	13.45	20.2
20/12/1993	28.02	21.42	1993	354	18.57	0	912.3	61.14	12.43	22.27
21/12/1993	27.87	17.93	1993	355	19.1	0	913.2	65.44	12.92	19
22/12/1993	29.77	20.59	1993	356	20.72	0	911.9	60.24	14.19	21.16
23/12/1993	29.33	19.84	1993	357	21.28	0	912.9	65.32	15.04	20.85
24/12/1993	30.35	21.02	1993	358	22.26	0.06	912.8	64.49	16.7	21.77
25/12/1993	25.88	9.14	1993	359	20.13	1.67	914.9	80.54	16.51	11.17
26/12/1993	21.04	15.05	1993	360	17.7	0.55	917	80.36	15.2	17.83
27/12/1993	27.18	14.72	1993	361	20.34	0.28	916.1	74.9	15.64	16.63
28/12/1993	27.21	14.22	1993	362	20.9	1.08	914.9	77.23	16.64	15.77
29/12/1993	26.8	13.1	1993	363	20.55	2.75	913.5	78.68	16.86	14.48
30/12/1993	27.76	16.27	1993	364	21.17	0.23	913.7	66.57	17.44	17.61
31/12/1993	27.89	16.67	1993	365	21.12	0.42	914.4	70.25	17.07	18.01
01/01/1994	28.43	16.06	1994	1	21.45	0	914	69.95	16.71	17.16
02/01/1994	27.99	13.1	1994	2	20.96	0.01	913.6	71.69	16.1	14.22
03/01/1994	27.99	19.01	1994	3	20.88	0.44	913.8	70.71	15.71	20.28
04/01/1994	24.9	9.68	1994	4	19.28	1.77	915.3	79.9	15.65	11.67
05/01/1994	23.5	14.65	1994	5	17.38	0.3	916.8	74.01	13.13	17.14
06/01/1994	26.96	21.71	1994	6	18.38	0.33	914.7	66.59	12.61	23.1
07/01/1994	26.57	20.12	1994	7	19.82	0.02	912.8	73.34	14.22	20.72
08/01/1994	26.4	13.36	1994	8	20.39	0.5	913.1	78.01	16.09	14.78
09/01/1994	23.04	15.12	1994	9	18.66	1.31	914.1	81.94	16.46	16.98
10/01/1994	27.3	16.49	1994	10	20.29	0.08	913.8	72.53	15.44	17.9
11/01/1994	28.62	16.52	1994	11	21.37	0.44	913.7	71.86	16.39	17.93
12/01/1994	27.57	17.68	1994	12	20.78	0.83	912.8	74.66	16.7	19.06
13/01/1994	30.59	19.66	1994	13	22.21	0.01	911.3	61.06	16.2	20.21
14/01/1994	26.78	11.09	1994	14	20.49	0.21	914.8	72.87	15.99	13.12
15/01/1994	23.59	9.18	1994	15	18.72	0.42	916.4	79.1	15.48	11.75
16/01/1994	27.29	13.25	1994	16	19.9	0.45	914.7	75.62	14.89	15.05
17/01/1994	29.87	16.67	1994	17	22.32	0.07	912.4	68.39	16.7	17.64
18/01/1994	28.42	16.92	1994	18	21.39	0.18	912.6	71.23	16.2	18.48
19/01/1994	27.13	21.46	1994	19	20.29	0.07	913.9	67.49	15.33	23.3
20/01/1994	27.51	16.06	1994	20	20.69	0.18	914.5	71.71	16.19	17.91
21/01/1994	27.35	17.46	1994	21	20.78	0.33	915.1	72.85	16.58	19.51
22/01/1994	26.79	17.21	1994	22	20.25	0.01	914.9	69.79	15.41	19.16
23/01/1994	28.23	14.69	1994	23	20.87	0.28	913.7	74.46	15.56	16.54
24/01/1994	28.37	18.04	1994	24	21.5	0.86	913.9	73.21	16.91	19.65
25/01/1994	29.02	14.8	1994	25	21.93	0.27	913.2	68.99	16.83	16.24
26/01/1994	30.4	22.54	1994	26	22.22	0.09	911.7	60.45	16.78	23.72
27/01/1994	32.39	22.46	1994	27	23.2	0	910.8	50.25	16.58	23.12
28/01/1994	33.05	23.54	1994	28	23.54	0	911.3	42.85	16.52	23.98
29/01/1994	32.63	21.31	1994	29	23.11	0	912.5	49.58	15.53	21.8
30/01/1994	32.27	21.13	1994	30	23.54	0	913.4	54.06	17.05	21.83
31/01/1994	29.13	18.07	1994	31	21.96	0.05	914.9	64.75	16.59	19.56
01/02/1994	28.86	19.19	1994	32	20.73	0.05	913.8	56.91	14.67	20.55
02/02/1994	25.26	12.02	1994	33	18.96	1.25	915	78.6	14	13.6
03/02/1994	27.43	12.1	1994	34	20.48	0	916.1	69.48	15.2	13.99
04/02/1994	28.94	18.11	1994	35	21.29	0	916.2	64.79	16.48	20.15
05/02/1994	28.89	19.4	1994	36	21.18	0	914.2	63.17	15.45	21.07
06/02/1994	28.85	16.85	1994	37	21.88	0.24	913.2	65.89	16.68	18.03
07/02/1994	28.96	16.16	1994	38	21.5	0.59	913.7	67.17	16.23	17.64
08/02/1994	29.9	21.67	1994	39	21.89	0	913.5	60.81	16.3	22.97
09/02/1994	31.92	23.54	1994	40	22.96	0.01	912.1	54.76	16.79	24.26
10/02/1994	33.62	23.33	1994	41	23.78	0.03	911.9	47.92	15.79	23.95
11/02/1994	30.9	21.2	1994	42	22.85	0.01	913.6	63.84	17.46	22.76
12/02/1994	31.04	19.33	1994	43	22.65	0.02	913.5	61.18	16.78	20.83
13/02/1994	28.24	18.97	1994	44	21.03	0.68	915	64.97	16.47	20.85
14/02/1994	25.74	10.91	1994	45	19.34	3.45	914.6	72.86	15.62	13.11
15/02/1994	27.36	22.61	1994	46	19.72	0.41	914.8	67.13	14.16	24.44
16/02/1994	27.16	22.03	1994	47	19.99	0.31	914.5	67.63	15.2	23.88
17/02/1994	27.26	18.18	1994	48	19.72	0.1	913.2	66.64	14.51	20.03
18/02/1994	28.66	18.79	1994	49	20.81	0.03	912.2	63.55	14.48	20.41
19/02/1994	31.26	23.72	1994	50	22.42	0.02	911.3	56.58	15.51	24.81
20/02/1994	32.74	24.59	1994	51	23.58	0	912.1	57.03	16.36	25.55
21/02/1994	30.33	20.48	1994	52	22.96	0	912.4	65.05	17.64	22
22/02/1994	31.89	19.33	1994	53	23.79	0	910.7	57.22	17.25	20.03
23/02/1994	34.4	20.09	1994	54	25.42	0	909.8	45.95	17.11	20.89
24/02/1994	31.54	20.27	1994	55	24.56	0	910.7	54.43	19.33	20.99
25/02/1994	31.53	19.87	1994	56	23.81	0	911.8	58.35	18.07	20.93
26/02/1994	31.97	21.31	1994	57	23.59	0	912.7	56.28	17.43	22.52
27/02/1994	31.36	21.2	1994	58	22.99	0.04	913.3	54.58	16.19	22.4
28/02/1994	32.25	22.03	1994	59	23.62	0	913	54.63	16.85	22.96
01/03/1994	34.69	25.2	1994	60	25.28	0	912.2	48.2	17.52	25.72
02/03/1994	31.48	19.91	1994	61	24.72	0.04	913.9	54.7	19.08	21.31
03/03/1994	27.73	22.97	1994	62	20.67	0.01	916.8	51.1	14.03	25.46
04/03/1994	28.77	25.88	1994	63	19.31	0	916.1	55.43	12.31	27.53
05/03/1994	33.11	26.06	1994	64	22.14	0	913.7	46.16	13.34	26.78
06/03/1994	33.21	26.71	1994	65	22.51	0	913	46.65	14.11	27.82
07/03/1994	32.89	25.24	1994	66	22.65	0	913.5	50.64	15.11	26.52
08/03/1994	33.21	25.78	1994	67	23.81	0.02	912	52.09	16.32	26.87
09/03/1994	34.68	23.26	1994	68	25	0.13	910	46.8	16.83	23.96
10/03/1994	30.62	17.93	1994	69	23.47	0.14	913.4	60.49	17.81	19.33
11/03/1994	28.41	12.13	1994	70	21.47	0.38	916.1	63.13	17.03	14.49
12/03/1994	29.45	22.32	1994	71	21.45	0.25	916	60.12	15.79	24.21
13/03/1994	30.9	19.08	1994	72	22.58	0.01	914.2	64.29	16.48	20.72
14/03/1994	30.21	14.22	1994	73	22.7	0	914.1	61.8	17.22	16.12
15/03/1994	31.42	25.2	1994	74	23.05	0	912.5	56.34	16.42	26.15
16/03/1994	33.31	24.23	1994	75	24.79	0.04	910.6	51.59	16.77	24.97
17/03/1994	33.02	24.91	1994	76	24.77	0.32	910.9	53.38	17.6	25.72
18/03/1994	34.17	21.56	1994	77	25.22	0.23	910.4	53.09	17.99	22.06
19/03/1994	34.58	21.71	1994	78	26.17	0	910.7	49.98	19.02	22.14
20/03/1994	34.81	20.74	1994	79	26.18	0	910.6	48.85	18.66	21.27
21/03/1994	35.48	23.87	1994	80	26.28	0	910.6	46.93	17.89	24.67
22/03/1994	33.69	20.02	1994	81	25.78	0.07	910.8	52.46	19.16	21.05
23/03/1994	35.3	19.98	1994	82	26.09	0	910.5	46.49	18.72	20.73
24/03/1994	36.2	27.04	1994	83	26.1	0	910.4	41.18	17.99	27.86
25/03/1994	33.76	24.3	1994	84	24.89	0	911.3	53	18.18	25.63
26/03/1994	35.4	26.75	1994	85	25.88	0	910.5	48.7	18.74	27.4
27/03/1994	35.67	27.76	1994	86	26.34	0	909.7	45.01	17.76	29.1
28/03/1994	36.89	28.22	1994	87	27.48	0.01	910.8	41.25	18.17	29.14
29/03/1994	31.81	16.31	1994	88	24.63	0.85	914.2	60.78	19.44	18.45
30/03/1994	29.61	13.21	1994	89	22.45	1.08	915.7	64.94	17.81	15.36
31/03/1994	30.04	14.87	1994	90	22.78	0.04	915.5	61.97	17.24	16.84
01/04/1994	28.67	15.34	1994	91	22.17	0.16	915.5	67.84	17.31	17.25
02/04/1994	32.26	23.4	1994	92	23.59	0.06	915.8	56.21	17.32	25.16
03/04/1994	33.77	23.36	1994	93	24.5	0	914.8	53.27	17.62	24.89
04/04/1994	33.01	24.66	1994	94	24.49	0	912.9	54.3	18.09	26.43
05/04/1994	35.25	25.24	1994	95	26.02	0	910.4	48.93	18.3	25.6
06/04/1994	35.79	26.06	1994	96	27	0	910.2	47.36	19.15	26.64
07/04/1994	32.51	16.27	1994	97	24.6	0.02	912.5	54.81	18	17.98
08/04/1994	31.65	23.11	1994	98	23.62	0	913.3	56.58	17.56	24.91
09/04/1994	32.81	20.66	1994	99	24.47	0	912.4	55.8	17.83	21.97
10/04/1994	34.74	22.46	1994	100	25.88	0	911	53.3	18.99	23.44
11/04/1994	36.12	24.84	1994	101	26.63	0	911.3	48.87	20.18	25.82
12/04/1994	35.53	24.44	1994	102	25.96	0	912.5	47.04	18.65	25.58
13/04/1994	34.95	22.9	1994	103	26.1	0	912.9	51.43	19.53	24.12
14/04/1994	34.61	24.19	1994	104	26.07	0	912	47.59	19.39	25.34
15/04/1994	35.53	24.95	1994	105	26.19	0	911.3	39.92	19.35	25.77
16/04/1994	34.49	24.48	1994	106	25.05	0	912.3	48.96	18.38	25.9
17/04/1994	31.77	20.27	1994	107	23.73	0	913.6	59.3	18.91	22.52
18/04/1994	31.44	23.8	1994	108	23.7	0	913.6	57.77	18.16	25.93
19/04/1994	32.6	20.77	1994	109	24.41	0	912.2	56.96	18.25	22.24
20/04/1994	33.5	22.68	1994	110	25.45	0.01	911.5	54.13	18.71	23.65
21/04/1994	34.38	20.66	1994	111	26.03	0.01	911	51.91	18.92	21.41
22/04/1994	34.01	21.17	1994	112	26.02	0.13	909.9	55.57	20.09	21.62
23/04/1994	32.07	21.89	1994	113	25.82	0	910.2	58.3	20.76	22.52
24/04/1994	33.4	19.73	1994	114	26.51	0	910.9	57.23	20.94	20.52
25/04/1994	34.67	22.1	1994	115	27.21	0	910.7	55.55	21.41	22.65
26/04/1994	33.25	19.73	1994	116	26.68	1.12	910.3	58.35	21.49	20.2
27/04/1994	32.03	21.74	1994	117	25.57	11.1	910.9	67.62	21.1	22.54
28/04/1994	34.53	23.54	1994	118	26.33	0.04	911.4	58.66	19.99	24.16
29/04/1994	34.27	21.6	1994	119	26.16	0.17	912.1	57.41	19.94	22.22
30/04/1994	34.92	21.46	1994	120	26.67	0.05	911.3	53.67	19.81	22.04
01/05/1994	34.61	24.08	1994	121	26.44	0	911.5	55.3	20.27	25.05
02/05/1994	31.86	22.75	1994	122	25.45	0.01	911.3	60.36	19.86	23.91
03/05/1994	36.03	22.1	1994	123	26.97	0.04	910.4	51.92	19.49	23.01
04/05/1994	34.64	21.24	1994	124	26.72	0.07	910.7	55.96	20.61	22.61
05/05/1994	33.21	18.86	1994	125	25.65	0.04	912.3	59.47	20.82	20.55
06/05/1994	32.06	21.24	1994	126	24.8	0.02	913.1	63.03	19.83	23.03
07/05/1994	33.9	23.83	1994	127	25.94	0.06	912.5	54.94	20.52	25.17
08/05/1994	33.56	23.22	1994	128	25.93	0	911.8	57.51	20.11	24.28
09/05/1994	33.15	21.85	1994	129	25.77	0	911.7	59.51	20.36	22.85
10/05/1994	34.14	25.88	1994	130	26.46	0	912.4	54.76	20.94	27.28
11/05/1994	34.16	20.41	1994	131	26.45	0	912.4	56.08	21.05	21.85
12/05/1994	34.37	18.29	1994	132	26.45	0	911.8	56.04	20.57	19.44
13/05/1994	35.17	21.2	1994	133	26.69	0.07	910	54.25	20.01	21.59
14/05/1994	31.34	19.48	1994	134	24.94	0.54	910.1	67.1	21.15	20.44
15/05/1994	33.95	18.07	1994	135	25.42	0.53	910.5	61.22	19.76	18.64
16/05/1994	29.73	12.6	1994	136	24.98	0.12	911.3	62.01	21.33	13.08
17/05/1994	30.99	19.58	1994	137	25.35	0	911	63.68	21.27	20.04
18/05/1994	27.72	19.3	1994	138	24.02	0.02	910.4	69.62	21.14	19.92
19/05/1994	34.54	23.47	1994	139	26.73	2.25	908.9	50.2	20.22	24.45
20/05/1994	30.8	17.71	1994	140	24.92	12.22	909.1	66.77	20.18	18.48
21/05/1994	31.42	18.18	1994	141	24.75	0.31	910.5	68.55	20.17	18.97
22/05/1994	29.38	16.74	1994	142	24.01	0.15	912.6	68.99	20.02	17.95
23/05/1994	29.54	15.55	1994	143	23.87	0.06	913.5	66.78	19.93	17.13
24/05/1994	30.79	18.43	1994	144	24.21	0	912.6	64.41	18.89	19.85
25/05/1994	32.74	25.02	1994	145	25.26	0.05	911.1	58.41	18.61	25.83
26/05/1994	34.22	23.11	1994	146	26.82	0.56	910.6	57.04	20.67	23.38
27/05/1994	35.47	22.61	1994	147	27.73	0.01	910.5	52.94	20.93	23.17
28/05/1994	33.29	21.71	1994	148	26.45	0.04	910.6	59.24	20.82	22.9
29/05/1994	30.84	21.56	1994	149	25.07	0.1	910.4	65.19	21.89	22.86
30/05/1994	29.83	19.73	1994	150	24.08	1.23	910.9	69.01	21.02	20.66
31/05/1994	27.02	13.32	1994	151	22.19	1.93	910.7	73.11	18.57	14.47
01/06/1994	31.12	17.6	1994	152	24.75	0.14	910.6	60.83	18.74	18.41
02/06/1994	33.58	19.76	1994	153	26.23	0.22	911.5	56.6	19.8	20.13
03/06/1994	30.21	19.48	1994	154	25.01	4.62	912.2	70	21.14	20.31
04/06/1994	25.82	16.42	1994	155	22.82	12.8	912.3	84.28	20.77	16.92
05/06/1994	27.66	17.75	1994	156	23.45	17.88	912	80.39	19.85	18.47
06/06/1994	29.5	19.4	1994	157	23.95	0.84	912.2	73.18	19.71	19.94
07/06/1994	28.43	17.14	1994	158	24.13	1.36	912.1	75.86	21	17.48
08/06/1994	30.16	22.93	1994	159	25.03	0.13	911.7	68.2	20.81	23.3
09/06/1994	28.21	14.8	1994	160	23.82	0.34	912	74.82	20.3	15.42
10/06/1994	28.34	19.4	1994	161	23.43	0.12	912.2	71.34	20.15	20.01
11/06/1994	27.52	21.71	1994	162	22.89	0.16	912.1	74.93	19.47	22.45
12/06/1994	31.79	23.47	1994	163	24.88	0.05	912.4	58.24	19.84	24.18
13/06/1994	33.44	23.62	1994	164	25.57	0.06	912.2	54.61	19.72	24.36
14/06/1994	33.15	24.55	1994	165	25.11	0	912.2	53.42	19.12	25.72
15/06/1994	33.5	21.31	1994	166	25.1	0	912.3	51.79	18.81	22.56
16/06/1994	28.72	21.6	1994	167	23.48	0.16	912.7	65.7	19.78	22.66
17/06/1994	28.57	11.59	1994	168	22.45	0.8	912.1	69.98	18.96	12.68
18/06/1994	29.38	16.81	1994	169	23	1.56	911	70.6	17.96	17.32
19/06/1994	27.22	16.67	1994	170	22.36	8.45	912.6	80.14	19.8	17.48
20/06/1994	31.15	21.02	1994	171	24.42	0.07	912.3	70.04	20.61	21.76
21/06/1994	32.93	23.29	1994	172	25.53	0.07	911.9	60.89	19.79	24.17
22/06/1994	33.98	26.46	1994	173	25.77	1.32	912	56.25	18.77	27.13
23/06/1994	29.73	23.9	1994	174	24.34	3.09	911.9	72.52	21.11	24.35
24/06/1994	33.73	22.86	1994	175	26.11	0	911.4	53.82	20.19	23.52
25/06/1994	33.59	24.52	1994	176	25.8	0.04	911.9	52.24	19.05	25.65
26/06/1994	31.76	20.92	1994	177	24.88	0.31	912.5	58.54	20.09	22.22
27/06/1994	30.42	17.03	1994	178	23.83	1.6	912.3	73.5	20.15	18.13
28/06/1994	32.63	23.51	1994	179	25.23	0.01	912.6	59.68	20.26	24.57
29/06/1994	32.92	21.46	1994	180	25.44	0.01	912.6	53.46	19.55	22.65
30/06/1994	31.56	24.08	1994	181	24.98	0	911.8	59.49	19.61	24.8
01/07/1994	32.04	25.34	1994	182	25.58	0.24	911	57.46	19.99	25.74
02/07/1994	33.46	20.88	1994	183	26.03	0.27	910.8	56.62	19.53	21.54
03/07/1994	34.33	24.52	1994	184	26.56	0.45	911.2	53.51	20.71	25.14
04/07/1994	32.35	19.58	1994	185	25.23	0.17	912.6	61.65	20.15	20.24
05/07/1994	30.09	20.56	1994	186	23.7	0.67	913.1	68.43	20.09	21.37
06/07/1994	30.1	21.13	1994	187	23.73	0.1	911.9	67.34	19.79	22.02
07/07/1994	32.98	24.98	1994	188	25.07	0.09	910.7	52.7	19.39	25.94
08/07/1994	30.18	24.23	1994	189	24.44	0.34	912	57.77	19.07	25.23
09/07/1994	30.7	19.66	1994	190	24.34	1.41	912.8	70.35	20.19	20.97
10/07/1994	33.53	23.29	1994	191	25.51	0.15	913	61.1	20.07	24.8
11/07/1994	32.42	22.46	1994	192	25.12	0.08	913.1	64.06	19.78	23.83
12/07/1994	32.86	22.9	1994	193	25.83	0.05	912.8	61.76	20.83	24.18
13/07/1994	30.05	21.42	1994	194	24.74	0.11	912.7	66.25	20.9	22.92
14/07/1994	32.48	23	1994	195	25.14	1.83	912.7	60.68	20.31	24.47
15/07/1994	29.91	21.82	1994	196	23.64	4.77	912.9	73.38	19.81	23.17
16/07/1994	30.79	21.67	1994	197	24.05	0.28	913.4	64.45	20.15	23.33
17/07/1994	29.91	23.87	1994	198	23.45	0.08	913.9	62.89	19.24	25.79
18/07/1994	31.31	22.46	1994	199	23.61	0.51	913.3	60.93	18.04	24.16
19/07/1994	29.52	12.02	1994	200	22.89	0.97	912.5	72.58	18.56	13.13
20/07/1994	31.73	18.11	1994	201	24.3	1.09	912.9	62.01	19.53	19.16
21/07/1994	32.5	20.84	1994	202	24.31	0.63	913.6	59.6	17.86	22.06
22/07/1994	32.61	24.73	1994	203	24.72	0	913.4	55.93	18.71	26.42
23/07/1994	31.01	20.16	1994	204	23.99	0.13	912.8	64.04	19.11	21.42
24/07/1994	28.84	21.49	1994	205	23.48	0.28	914	66.66	19.16	22.61
25/07/1994	32.04	26.6	1994	206	24.6	0.19	913.4	60.38	19.26	27.86
26/07/1994	33.13	17.64	1994	207	25.4	0	912.5	62.38	19.42	18.94
27/07/1994	35.03	26.96	1994	208	26.21	0	911.8	45.39	20.29	28.05
28/07/1994	34.43	27.29	1994	209	25.75	0.03	911.9	51.9	18.63	28.41
29/07/1994	31.11	25.27	1994	210	24.53	0.02	912.8	58.35	20.07	26.56
30/07/1994	32.45	23.22	1994	211	25.07	0	912.9	60.98	20.15	24.54
31/07/1994	30.06	22.25	1994	212	24.66	0.13	912.5	67.5	21.21	23.15
01/08/1994	30.52	20.99	1994	213	24.82	0.21	912.1	64.65	20.73	21.65
02/08/1994	31.03	23.29	1994	214	25.04	0.08	911	60.6	20.45	24.19
03/08/1994	33.84	20.2	1994	215	26.05	0.28	911.4	54.01	19.47	20.95
04/08/1994	33.2	21.89	1994	216	25.47	0.04	911.9	57.71	20.65	22.91
05/08/1994	33.61	23.58	1994	217	25.74	0.02	912.9	52.08	20.34	24.55
06/08/1994	31.28	23.15	1994	218	25.01	0.05	913.1	61.38	20.2	24.45
07/08/1994	29.54	20.84	1994	219	24.19	0.41	912.1	68.78	20.89	21.38
08/08/1994	32.06	18.72	1994	220	24.56	0.18	911.6	65.99	19.64	19.51
09/08/1994	30.12	19.62	1994	221	24.36	0.94	912.4	59.78	19.25	20.6
10/08/1994	30.99	18.9	1994	222	23.95	3.24	911.7	66.84	19.66	19.84
11/08/1994	28.97	23.15	1994	223	23.3	1.6	911.9	69.68	19.35	24.17
12/08/1994	31.49	21.85	1994	224	24.12	2.76	911.8	66.92	19.34	22.7
13/08/1994	31.03	18.29	1994	225	23.94	9.65	912.2	70.23	19.95	18.79
14/08/1994	27.32	17.35	1994	226	22.67	16.63	911.7	84.38	20.21	17.88
15/08/1994	31.48	22.07	1994	227	24.19	2.87	911.6	69.48	19.16	22.83
16/08/1994	31.87	24.55	1994	228	24.69	0.49	912.3	67.1	19.68	25.25
17/08/1994	30.74	20.16	1994	229	24.02	0.31	912.8	69.01	19.98	20.83
18/08/1994	32.48	23.26	1994	230	24.69	0.67	912.8	61.55	18.91	24.3
19/08/1994	32.08	21.1	1994	231	24.59	1.08	912.4	62.49	19.63	22.27
20/08/1994	31.03	21.35	1994	232	24.14	0.6	911.5	69.66	19.5	22.37
21/08/1994	30.44	18.61	1994	233	24.21	2.15	911.8	64.03	19.48	19.27
22/08/1994	27.62	22.1	1994	234	22.51	2.43	911.8	81.09	19.67	22.78
23/08/1994	32.96	22.93	1994	235	25.09	0	912.8	62.18	18.85	24.09
24/08/1994	33.3	23.62	1994	236	25.43	0.06	913.3	60.11	19.69	25.07
25/08/1994	30.95	21.96	1994	237	24.28	0.14	912.7	64.21	20	23.4
26/08/1994	29.31	21.46	1994	238	23.1	0.31	911.2	68.96	19.2	23.27
27/08/1994	24.9	16.67	1994	239	21.84	2.24	911.4	79.74	19.13	17.54
28/08/1994	29.36	19.66	1994	240	23.22	1.47	912.4	74.1	18.85	20.55
29/08/1994	28.22	13.28	1994	241	23.51	1.71	911.6	77.22	20.69	13.84
30/08/1994	30.24	21.64	1994	242	24.05	0.59	912.5	64.67	19.88	22.23
31/08/1994	29.73	18.25	1994	243	23.78	0.53	912.9	70.5	20.54	18.9
01/09/1994	29.28	18.25	1994	244	23.18	0	913.5	59.32	18.71	19.35
02/09/1994	32.16	26.14	1994	245	24.07	0.03	913.5	58.21	18.31	27.45
03/09/1994	31.09	19.76	1994	246	23.79	2.39	913.4	66.97	18.7	21.13
04/09/1994	28.75	18.5	1994	247	22.87	3.73	912.8	78.56	19.98	19.88
05/09/1994	30.32	18.18	1994	248	23.95	1.25	912.9	72.7	19.85	19.16
06/09/1994	31.1	22.39	1994	249	24.56	0.08	912.8	66.76	21.03	23.61
07/09/1994	31.25	20.02	1994	250	24.32	0.2	912.5	68.48	19.99	21.35
08/09/1994	30.46	23.47	1994	251	24.05	0.43	912.2	67.36	20.43	24.71
09/09/1994	32.46	22.18	1994	252	24.74	0.21	912	64.8	19.22	23.16
10/09/1994	32.8	22.9	1994	253	25.25	0.09	911.9	63.94	20.65	23.89
11/09/1994	31.95	22.46	1994	254	25.02	0	911.5	65.06	20.5	23.67
12/09/1994	33.06	22.82	1994	255	25.39	0.52	911.4	61.87	20.33	24.33
13/09/1994	31	20.52	1994	256	24.33	1.22	911.6	68.33	19.92	21.86
14/09/1994	28.48	14.62	1994	257	23.91	4.95	911.5	69.78	19.4	15.4
15/09/1994	29.08	17.64	1994	258	23.37	11.92	911.2	76.93	19.15	18.29
16/09/1994	30.9	21.89	1994	259	24.72	0.17	911.4	67.99	20.08	22.56
17/09/1994	32.68	22.1	1994	260	25.31	1	911.7	61.93	19.83	23.2
18/09/1994	28.02	18.65	1994	261	23	3.06	912	77.18	19.53	19.69
19/09/1994	28.6	20.66	1994	262	22.94	2.14	911.8	77.73	19.72	21.42
20/09/1994	29.15	18.97	1994	263	22.79	0.35	911.2	78.78	20.16	19.64
21/09/1994	28.46	17.5	1994	264	23.05	0.21	910.8	75.37	19.73	18.14
22/09/1994	31.45	19.8	1994	265	23.83	0.12	910.1	64.63	17.69	20.74
23/09/1994	30.98	19.69	1994	266	23.71	0.55	910.3	66.28	17.71	20.84
24/09/1994	28.73	22.75	1994	267	22.59	1.26	910.5	72.35	18.21	23.6
25/09/1994	26.58	9.54	1994	268	22.24	2.13	909	77.33	18.63	10.19
26/09/1994	28.08	13.75	1994	269	22.32	1.73	908.1	79.24	18.75	14.54
27/09/1994	27.35	11.77	1994	270	22.44	2.09	909.6	83.94	19.24	12.89
28/09/1994	26.74	16.34	1994	271	22.53	0.4	910.7	75.99	19.89	17.61
29/09/1994	30.64	18.04	1994	272	23.91	0.1	910	66.91	18.9	19.29
30/09/1994	31.33	22.1	1994	273	24.3	0.02	909.5	66.37	18.79	23.35
01/10/1994	25.57	14.26	1994	274	22.37	0.34	909.3	76.48	19.74	15.24
02/10/1994	32.98	20.52	1994	275	24.6	0.37	908.6	62.12	18.25	21.32
03/10/1994	33.15	21.85	1994	276	25.17	0.15	909.4	60.93	19.82	22.89
