Date	year	DOY	Tair	RH	RAD	Pressure	WindSpeed	CO2	DegreeDays	PAR	FDiff	VPD	Tmax	Tmin	Rain	HR
22/08/1992	1992	235	21.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	12.4	0	NA
23/08/1992	1992	236	21.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	13.7	0	NA
24/08/1992	1992	237	22.395	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.8	12.2	0	NA
25/08/1992	1992	238	21.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5	12.7	8.7	NA
26/08/1992	1992	239	20.772	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7	13.8	5.6	NA
27/08/1992	1992	240	22.059	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	14.6	0	NA
28/08/1992	1992	241	22.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.7	14.5	1.3	NA
29/08/1992	1992	242	20.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7	15.1	0.4	NA
30/08/1992	1992	243	21.317	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	11.4	3.6	NA
31/08/1992	1992	244	19.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	13.7	4	NA
01/09/1992	1992	245	19.184	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	14.7	0	NA
02/09/1992	1992	246	20.729	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.3	14.3	0	NA
03/09/1992	1992	247	20.639	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	14	0.3	NA
04/09/1992	1992	248	21.753	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1	13.8	5.8	NA
05/09/1992	1992	249	21.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	15.3	0	NA
06/09/1992	1992	250	20.993	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	14.3	8.7	NA
07/09/1992	1992	251	20.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	13.5	2.6	NA
08/09/1992	1992	252	21.298	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2	14.3	6.8	NA
09/09/1992	1992	253	19.951	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2	12.8	26.2	NA
10/09/1992	1992	254	21.059	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2	13.5	38.6	NA
11/09/1992	1992	255	20.171	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.1	14.9	2.1	NA
12/09/1992	1992	256	19.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	13.5	0	NA
13/09/1992	1992	257	21.165	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.7	13.4	13.5	NA
14/09/1992	1992	258	21.497	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	13.4	0	NA
15/09/1992	1992	259	20.834	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8	10	0	NA
16/09/1992	1992	260	20.162	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	9.8	9.5	NA
17/09/1992	1992	261	21.107	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	13.8	11	NA
18/09/1992	1992	262	21.649	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5	14.2	8.1	NA
19/09/1992	1992	263	19.681	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8	14.2	15.7	NA
20/09/1992	1992	264	20.206	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	14.6	18.1	NA
21/09/1992	1992	265	20.595	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	13.2	0	NA
22/09/1992	1992	266	19.736	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5	12.4	35.1	NA
23/09/1992	1992	267	19.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.2	13.4	0	NA
24/09/1992	1992	268	20.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2	14	1.1	NA
25/09/1992	1992	269	20.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7	13.6	15.3	NA
26/09/1992	1992	270	19.812	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5	14.8	69.7	NA
27/09/1992	1992	271	19.199	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6	14.8	24.1	NA
28/09/1992	1992	272	20.496	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	15.2	34.3	NA
29/09/1992	1992	273	20.913	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	14.8	7.1	NA
30/09/1992	1992	274	19.283	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8	14.5	0.1	NA
01/10/1992	1992	275	19.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.6	13.6	0	NA
02/10/1992	1992	276	19.996	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	12.4	17.8	NA
03/10/1992	1992	277	19.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8	14	2	NA
04/10/1992	1992	278	20.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6	15.6	10.1	NA
05/10/1992	1992	279	20.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.6	14	5.6	NA
06/10/1992	1992	280	20.131	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	12	18.5	NA
07/10/1992	1992	281	19.711	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	11.5	0	NA
08/10/1992	1992	282	19.915	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2	12	1	NA
09/10/1992	1992	283	20.096	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8	10.6	0	NA
10/10/1992	1992	284	20.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.8	11.4	0	NA
11/10/1992	1992	285	20.513	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	11.6	0	NA
12/10/1992	1992	286	20.233	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5	15	0	NA
13/10/1992	1992	287	18.744	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2	13.8	4.1	NA
14/10/1992	1992	288	18.658	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4	13.8	0	NA
15/10/1992	1992	289	19.141	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	14.8	0	NA
16/10/1992	1992	290	19.865	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8	15	0	NA
17/10/1992	1992	291	19.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	13.8	0	NA
18/10/1992	1992	292	19.694	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4	13.4	0.5	NA
19/10/1992	1992	293	19.244	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5	13.6	0	NA
20/10/1992	1992	294	19.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	15.6	0.7	NA
21/10/1992	1992	295	20.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.7	15.3	27	NA
22/10/1992	1992	296	20.252	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	14.1	1.4	NA
23/10/1992	1992	297	19.215	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	15	0	NA
24/10/1992	1992	298	19.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7	15.5	1.5	NA
25/10/1992	1992	299	18.927	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	12.2	1.1	NA
26/10/1992	1992	300	19.684	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	12.5	0	NA
27/10/1992	1992	301	19.907	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3	14.2	0	NA
28/10/1992	1992	302	19.975	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.8	14.5	0	NA
29/10/1992	1992	303	20.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5	16	0.8	NA
30/10/1992	1992	304	20.382	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.9	13.5	0	NA
31/10/1992	1992	305	19.971	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.3	12.3	0	NA
01/11/1992	1992	306	19.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	10	0	NA
02/11/1992	1992	307	19.858	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.8	10.3	12.5	NA
03/11/1992	1992	308	19.347	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	11	0	NA
04/11/1992	1992	309	19.466	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.8	9.2	0.1	NA
05/11/1992	1992	310	19.485	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	12	0	NA
06/11/1992	1992	311	19.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3	11.8	0	NA
07/11/1992	1992	312	16.844	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2	11	0	NA
08/11/1992	1992	313	19.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6	13.8	0	NA
09/11/1992	1992	314	17.964	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4	12	0	NA
10/11/1992	1992	315	19.498	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4	15	0	NA
11/11/1992	1992	316	19.048	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8	15.8	4.3	NA
12/11/1992	1992	317	18.583	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	12.4	0.1	NA
13/11/1992	1992	318	19.523	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5	13	0	NA
14/11/1992	1992	319	19.562	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2	14.2	0.3	NA
15/11/1992	1992	320	19.673	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1	14	0	NA
16/11/1992	1992	321	19.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4	11.8	0	NA
17/11/1992	1992	322	18.653	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	10.6	2.1	NA
18/11/1992	1992	323	17.945	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8	13.4	0	NA
19/11/1992	1992	324	18.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4	13.8	0.4	NA
20/11/1992	1992	325	19.749	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.3	10.5	0	NA
21/11/1992	1992	326	19.789	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4	11.5	0	NA
22/11/1992	1992	327	19.851	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	11.7	0.4	NA
23/11/1992	1992	328	18.154	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3	13.2	0	NA
24/11/1992	1992	329	17.813	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	10.2	0.1	NA
25/11/1992	1992	330	18.079	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.7	10	0	NA
26/11/1992	1992	331	18.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5	13.5	0	NA
27/11/1992	1992	332	17.046	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.9	14.8	6.6	NA
28/11/1992	1992	333	17.793	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9	14.4	0.4	NA
29/11/1992	1992	334	18.663	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	12	0.3	NA
30/11/1992	1992	335	18.983	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	13.3	0.5	NA
01/12/1992	1992	336	19.464	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	13.5	0.2	NA
02/12/1992	1992	337	20.143	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5	13.5	0	NA
03/12/1992	1992	338	19.996	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.6	10.5	0	NA
04/12/1992	1992	339	20.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.7	10.9	0	NA
05/12/1992	1992	340	18.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	13.2	0	NA
06/12/1992	1992	341	18.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5	15.2	0.2	NA
07/12/1992	1992	342	18.593	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.8	14.6	2.8	NA
08/12/1992	1992	343	18.811	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5	15	0	NA
09/12/1992	1992	344	18.931	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4	13.6	0	NA
10/12/1992	1992	345	20.499	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.8	8	0	NA
11/12/1992	1992	346	20.781	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2	13.4	1.1	NA
12/12/1992	1992	347	19.827	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	9.8	0.7	NA
13/12/1992	1992	348	19.554	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	8.4	0	NA
14/12/1992	1992	349	19.443	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	9.7	0	NA
15/12/1992	1992	350	17.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.8	7.2	0	NA
16/12/1992	1992	351	18.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.8	7.4	0	NA
17/12/1992	1992	352	19.663	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.8	8	0	NA
18/12/1992	1992	353	20.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	14.6	0.7	NA
19/12/1992	1992	354	19.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2	5.8	0	NA
20/12/1992	1992	355	18.879	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2	9.5	0	NA
21/12/1992	1992	356	19.451	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3	12	0	NA
22/12/1992	1992	357	18.618	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4	13.4	0	NA
23/12/1992	1992	358	18.467	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.7	13	0	NA
24/12/1992	1992	359	19.007	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5	13.7	0	NA
25/12/1992	1992	360	18.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	14	0	NA
26/12/1992	1992	361	19.199	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	14.3	0.3	NA
27/12/1992	1992	362	18.624	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	14.5	0	NA
28/12/1992	1992	363	20.436	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4	14	0.1	NA
29/12/1992	1992	364	16.992	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8	12.4	1.2	NA
30/12/1992	1992	365	15.764	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1	11.5	0.2	NA
31/12/1992	1992	366	17.346	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.6	9.6	0	NA
01/01/1993	1993	1	16.453	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2	12	0	NA
02/01/1993	1993	2	17.915	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7	12.7	0	NA
03/01/1993	1993	3	15.028	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2	12.8	0	NA
04/01/1993	1993	4	17.792	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6	8.4	0	NA
05/01/1993	1993	5	18.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	10.4	0	NA
06/01/1993	1993	6	18.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	12.4	0	NA
07/01/1993	1993	7	17.927	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.7	8.2	0	NA
08/01/1993	1993	8	17.321	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7	13.5	0	NA
09/01/1993	1993	9	16.393	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	10.5	0	NA
10/01/1993	1993	10	16.536	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.2	3.7	2.4	NA
11/01/1993	1993	11	17.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	11.5	0	NA
12/01/1993	1993	12	19.309	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8	7.6	0	NA
13/01/1993	1993	13	19.396	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7	10	0	NA
14/01/1993	1993	14	20.096	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4	12.8	0.5	NA
15/01/1993	1993	15	19.622	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	11.2	1	NA
16/01/1993	1993	16	19.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.6	9.8	0	NA
17/01/1993	1993	17	19.685	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8	9.7	0	NA
18/01/1993	1993	18	18.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	5.7	0	NA
19/01/1993	1993	19	17.518	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	10.2	0	NA
20/01/1993	1993	20	18.135	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2	11	0.1	NA
21/01/1993	1993	21	18.686	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8	13.3	0.7	NA
22/01/1993	1993	22	17.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5	14	0	NA
23/01/1993	1993	23	17.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5	13.5	0	NA
24/01/1993	1993	24	18.617	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.8	7	0	NA
25/01/1993	1993	25	18.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.3	12.8	0.1	NA
26/01/1993	1993	26	17.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8	12.2	0	NA
27/01/1993	1993	27	18.482	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.7	9.8	0	NA
28/01/1993	1993	28	18.554	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.1	6.5	0	NA
29/01/1993	1993	29	18.302	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3	3.2	0	NA
30/01/1993	1993	30	18.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.3	9.8	0	NA
31/01/1993	1993	31	18.611	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	11.9	0.2	NA
01/02/1993	1993	32	18.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.6	11.2	0	NA
02/02/1993	1993	33	18.633	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	9	0	NA
03/02/1993	1993	34	18.106	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	10.5	0	NA
04/02/1993	1993	35	17.873	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	6.4	0	NA
05/02/1993	1993	36	17.069	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.6	11.2	0	NA
06/02/1993	1993	37	16.902	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	9.1	0	NA
07/02/1993	1993	38	16.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4	11	0	NA
08/02/1993	1993	39	18.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.7	12.4	0	NA
09/02/1993	1993	40	17.169	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7	12.2	0	NA
10/02/1993	1993	41	18.809	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.4	8.4	0	NA
11/02/1993	1993	42	18.558	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.6	7	0	NA
12/02/1993	1993	43	20.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.6	6	0	NA
13/02/1993	1993	44	18.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	11.2	0	NA
14/02/1993	1993	45	18.698	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	10	0	NA
15/02/1993	1993	46	18.736	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.6	13.2	0	NA
16/02/1993	1993	47	16.198	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.6	4.8	0	NA
17/02/1993	1993	48	18.714	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	11.2	0	NA
18/02/1993	1993	49	18.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	12.5	0	NA
19/02/1993	1993	50	18.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3	10	0	NA
20/02/1993	1993	51	19.109	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	13.9	0	NA
21/02/1993	1993	52	18.869	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.5	7	0	NA
22/02/1993	1993	53	17.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.2	1.8	0	NA
23/02/1993	1993	54	18.892	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	5.5	0	NA
24/02/1993	1993	55	16.638	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4	10.9	0	NA
25/02/1993	1993	56	17.036	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.2	6	0	NA
26/02/1993	1993	57	16.793	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.3	4.7	0	NA
27/02/1993	1993	58	19.011	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2	12.7	0	NA
28/02/1993	1993	59	20.598	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	14.7	1.6	NA
01/03/1993	1993	60	20.257	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.3	14.5	0	NA
02/03/1993	1993	61	18.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.2	4.2	0	NA
03/03/1993	1993	62	18.445	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.3	5	0	NA
04/03/1993	1993	63	18.927	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.1	7.4	0.2	NA
05/03/1993	1993	64	17.968	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	13	0	NA
06/03/1993	1993	65	17.825	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.6	12.4	0	NA
07/03/1993	1993	66	18.614	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	12.4	0	NA
08/03/1993	1993	67	18.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	15	0.2	NA
09/03/1993	1993	68	19.189	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.2	13.6	0	NA
10/03/1993	1993	69	18.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	14.4	0.2	NA
11/03/1993	1993	70	18.516	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.5	13.8	10.3	NA
12/03/1993	1993	71	18.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.7	11.7	0	NA
13/03/1993	1993	72	17.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.4	10.5	0	NA
14/03/1993	1993	73	16.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	8.5	0	NA
15/03/1993	1993	74	15.956	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2	9.2	0	NA
16/03/1993	1993	75	18.311	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.7	6	3.9	NA
17/03/1993	1993	76	19.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.4	11.8	1.3	NA
18/03/1993	1993	77	18.928	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	13.2	0.2	NA
19/03/1993	1993	78	17.081	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.7	5.5	0	NA
20/03/1993	1993	79	18.695	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.8	1.8	0	NA
21/03/1993	1993	80	18.428	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6	11.2	0	NA
22/03/1993	1993	81	18.743	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5	9.5	0	NA
23/03/1993	1993	82	19.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4	6.9	4	NA
24/03/1993	1993	83	18.748	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.2	12.9	0.1	NA
25/03/1993	1993	84	17.369	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.9	15	0	NA
26/03/1993	1993	85	18.988	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.2	11.7	0	NA
27/03/1993	1993	86	20.341	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.3	8.7	0	NA
28/03/1993	1993	87	20.948	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.8	12.4	0	NA
29/03/1993	1993	88	20.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	4.5	0	NA
30/03/1993	1993	89	18.838	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.7	8.4	0	NA
31/03/1993	1993	90	19.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.8	8.7	0	NA
01/04/1993	1993	91	20.239	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.6	8.5	0	NA
02/04/1993	1993	92	20.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.5	14.5	0	NA
03/04/1993	1993	93	20.996	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.2	14	0	NA
04/04/1993	1993	94	19.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.2	10.4	0	NA
05/04/1993	1993	95	20.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.7	9.3	0	NA
06/04/1993	1993	96	20.047	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.2	8.8	0	NA
07/04/1993	1993	97	18.227	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.8	12.3	2.1	NA
08/04/1993	1993	98	19.703	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4	15.2	0	NA
09/04/1993	1993	99	20.208	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.7	9	0	NA
10/04/1993	1993	100	19.596	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	13	0	NA
11/04/1993	1993	101	19.632	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.7	9.8	0	NA
12/04/1993	1993	102	19.694	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.7	13.2	0	NA
13/04/1993	1993	103	21.286	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.6	15	0.1	NA
14/04/1993	1993	104	23.564	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.3	15.5	0	NA
15/04/1993	1993	105	23.839	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.2	16.4	0	NA
16/04/1993	1993	106	22.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	14	0	NA
17/04/1993	1993	107	23.166	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.8	15.2	0	NA
18/04/1993	1993	108	23.158	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.6	15	0	NA
19/04/1993	1993	109	22.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	16.2	9.3	NA
20/04/1993	1993	110	23.492	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4	15.5	0	NA
21/04/1993	1993	111	22.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	13.4	0	NA
22/04/1993	1993	112	24.501	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2	14.5	0	NA
23/04/1993	1993	113	24.342	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7	12.3	0	NA
24/04/1993	1993	114	23.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	10.8	2.4	NA
25/04/1993	1993	115	22.334	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.2	12.5	10	NA
26/04/1993	1993	116	22.075	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.5	15.6	36.5	NA
27/04/1993	1993	117	19.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.9	13.2	0	NA
